"contrast","pathway","pval","padj","log2err","ES","NES","size","leadingEdge_size","leadingEdge_genes"
"ACLT_untreated_t28_vs_Control","HALLMARK_MTORC1_SIGNALING",2.22101228624724e-05,0.000100955103920329,0.575610261071129,0.384041369654753,1.69301204309707,182,57,"BUB1;SYTL2;PSME3;HMGCR;ARPC5L;MCM2;RPN1;MCM4;HSPA4;EPRS1;PNP;YKT6;CACYBP;NIBAN1;ATP2A2;PLOD2;DDX39A;PLK1;SRD5A1;ABCF2;BHLHE40;EDEM1;USO1;ACTR3;PPA1;CCNF;TXNRD1;RIT1;HSPA5;PRDX1;HSP90B1;GSR;MTHFD2;HPRT1;CALR;LDHA;ETF1;PITPNB;UCHL5;HMGCS1;GCLC;SERPINH1;ASNS;PSMA4;VLDLR;GSK3B;GMPS;RPA1;PSMD14;PSMC2;HK2;MLLT11;XBP1;M6PR;CDC25A;PSMD12;STIP1"
"ACLT_untreated_t28_vs_Control","HALLMARK_PROTEIN_SECRETION",8.64958069695534e-05,0.000360399195706473,0.538434096309916,0.472715406389914,1.85046172574243,85,29,"KIF1B;SEC24D;COPB2;LMAN1;SEC31A;AP1G1;GBF1;YKT6;ARCN1;ZW10;AP2B1;USO1;COPB1;CLTC;ARFGAP3;AP3B1;RAB14;MAPK1;TOM1L1;GOSR2;M6PR;OCRL;DOP1A;GALC;MON2;SEC22B;SNX2;TMX1;TMED2"
"ACLT_untreated_t28_vs_Control","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.000102243233187232,0.000393243204566278,0.538434096309916,-0.544902339885402,-1.911581768394,66,20,"FASN;ALDOC;ECH1;PPARG;LPL;MAL2;CBS;PMVK;ACSS2;CPEB2;SCD;PCYT2;LSS;SEMA3B;PNRC1;ATF5;ANTXR2;MVD;FDFT1;SREBF2"
"ACLT_untreated_t28_vs_Control","HALLMARK_MYOGENESIS",0.000476822981048499,0.00170293921803035,0.49849310876659,-0.39873571815224,-1.59373356683542,154,55,"SGCA;CFD;AKT2;PC;GPX3;MYBPH;GSN;CRAT;SCD;PPP1R3C;FOXO4;APOD;LPIN1;CTF1;DMD;CACNA1H;PICK1;BIN1;DMPK;IGFBP3;SIRT2;FXYD7;SH2B1;HDAC5;ERBB3;TCAP;SORBS1;LSP1;ACTN2;CKM;GAA;SYNGR2;NQO1;CHRNB1;FGF2;FST;KLF5;SH3BGR;ITGA7;EFS;COL15A1;CKB;TAGLN;VIPR1;CKMT2;FLII;CRYAB;ACSL1;FHL1;PTGIS;SLC6A8;COX6A2;PLXNB2;KIFC3;AGL"
"ACLT_untreated_t28_vs_Control","HALLMARK_PEROXISOME",0.000560370718910437,0.00186790239636812,0.477270815362862,-0.475152237954776,-1.72816886102572,80,37,"ECH1;ALDH1A1;RETSAT;ABCD2;CAT;ACAA1;TSPO;RXRG;GSTK1;CRAT;ACOT8;EPHX2;SLC25A4;DHCR24;PEX11A;PEX14;CTBP1;SEMA3C;MLYCD;ELOVL5;PEX5;ABCD1;HRAS;ABCB9;HSD17B4;CNBP;SLC25A19;LONP2;PEX2;FIS1;ACSL1;PEX6;ISOC1;SOD1;DHRS3;DLG4;HSD11B2"
"ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.00111486912551945,0.00348396601724827,0.45505986738723,0.347589933109603,1.5134305219531,170,49,"TNC;COPA;SPP1;ADAM12;FBN2;HTRA1;CTHRC1;FAP;SNAI2;GPX7;POSTN;CALU;BMP1;MMP2;ITGAV;MMP14;CDH11;PLOD2;COL6A3;ITGB1;BDNF;MMP1;THBS2;COL1A1;COL1A2;COL5A2;SPARC;COL5A1;LOXL2;CALD1;COL3A1;SERPINE1;IGFBP4;PMEPA1;MEST;RGS4;ITGA5;IL6;ECM2;SERPINH1;GJA1;COL4A2;TNFRSF12A;ANPEP;COL16A1;CD44;CRLF1;FSTL1;PRRX1"
"ACLT_untreated_t28_vs_Control","HALLMARK_SPERMATOGENESIS",0.00258418277602075,0.00760053757653163,0.431707695803346,0.440673788139805,1.62083412351778,62,25,"EZH2;CCNB2;KIF2C;BUB1;NCAPH;TTK;NEK2;CDK1;IDE;CLVS1;TOPBP1;ZC3H14;CSNK2A2;DBF4;PIAS2;PRKAR2A;MAST2;AGFG1;STAM2;RFC4;SLC12A2;CHFR;SPATA6;PSMG1;TCP11"
"ACLT_untreated_t28_vs_Control","HALLMARK_UV_RESPONSE_DN",0.00370282749629443,0.0102856319341512,0.431707695803346,0.343947273987429,1.44003819121367,133,43,"RUNX1;SNAI2;ATP2B4;TFPI;SIPA1L1;ATP2C1;KCNMA1;SDC2;LTBP1;SYNJ2;BHLHE40;INPP4B;AKT3;NFKB1;AGGF1;BDNF;SFMBT1;DLG1;COL1A1;COL1A2;COL5A2;MAPK14;COL3A1;SERPINE1;ATRN;MAP1B;TJP1;RGS4;CDC42BPA;GJA1;VLDLR;SPOP;DDAH1;AMPH;MIOS;CDON;PTPRM;PIAS3;SCN8A;PRKCA;ANXA4;DLC1;PDLIM5"
"ACLT_untreated_t28_vs_Control","HALLMARK_PANCREAS_BETA_CELLS",0.00520560578369129,0.0136989625886613,0.407017918923954,0.63465502009084,1.76249776249504,17,5,"DPP4;SRPRB;LMO2;AKT3;PAK3"
"ACLT_untreated_t28_vs_Control","HALLMARK_ANDROGEN_RESPONSE",0.00661711279188214,0.0165427819797054,0.407017918923954,0.378153800830587,1.48096539008583,82,25,"SEC24D;CENPN;B4GALT1;HMGCR;LMAN1;UBE2J1;ITGAV;ACTN1;PGM3;SGK1;INPP4B;PLPP1;SLC38A2;GSR;STK39;ABHD2;ELK4;ANKH;HMGCS1;PMEPA1;XRCC6;VAPA;RAB4A;MAK;GNAI3"
"ACLT_untreated_t28_vs_Control","HALLMARK_KRAS_SIGNALING_DN",0.00856191340694024,0.0203855081117625,0.380730400722792,-0.426109406805446,-1.53818009257354,76,30,"COQ8A;EFHD1;PDK2;GAMT;TFCP2L1;THNSL2;P2RX6;MAGIX;CPEB3;CNTFR;SPHK2;BTG2;CELSR2;IGFBP2;FGGY;MTHFR;IDUA;CKM;MFSD6;ZBTB16;SHOX2;BMPR1B;FGF16;NRIP2;THRB;CCDC106;HNF1A;HSD11B2;LFNG;EGF"
"ACLT_untreated_t28_vs_Control","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0267608673879128,0.0608201531543473,0.352487857583619,0.346744405148837,1.36890399603463,88,32,"CDK2;PRKCB;CDK1;E2F1;RALB;SMAD2;ACTR3;RIT1;HSP90B1;CALR;PTPN11;CLTC;PRKAR2A;UBE2N;EIF4E;GSK3B;MAPKAP1;YWHAB;MAPK1;PPP2R1B;CDK4;MAPK9;TNFRSF1A;STAT2;ACTR2;ARPC3;CSNK2B;MAPK8;PLA2G12A;IRAK4;PFN1;PDK1"
"ACLT_untreated_t28_vs_Control","HALLMARK_HYPOXIA",0.0477568740955137,0.103819291511986,0.248911114434702,-0.318835792253447,-1.27866345495644,166,37,"SELENBP1;ALDOC;FBP1;CDKN1B;RBPJ;PFKL;IRS2;GRHPR;PPP1R3C;VEGFA;CITED2;GPC1;SLC25A1;PNRC1;MIF;ALDOA;ADM;GPC3;F3;PCK1;GALK1;DCN;JUN;IGFBP3;RRAGD;GBE1;ILVBL;KLHL24;IDS;TGM2;GAA;BTG1;PFKP;CCNG2;PHKG1;AKAP12;DDIT4"
"ACLT_untreated_t28_vs_Control","HALLMARK_KRAS_SIGNALING_UP",0.111111111111111,0.231481481481481,0.241339976815091,0.276363377836808,1.18484160858779,150,35,"SPON1;SPP1;ETS1;MMP9;VWA5A;TFPI;RELN;SOX9;FLT4;NIN;USP12;STRN;CDADC1;ANKH;FBXO4;EPB41L3;CROT;AMMECR1;RGS16;ANO1;PLAU;ADGRA2;BPGM;DCBLD2;PECAM1;ADAM17;TOR1AIP2;CBL;CMKLR1;ETV4;PRRX1;SLPI;TRIB2;FUCA1;PRDM1"
"ACLT_untreated_t28_vs_Control","HALLMARK_APICAL_SURFACE",0.145077720207254,0.25853889943074,0.151148761385484,-0.431160045633955,-1.28196438994507,29,9,"RTN4RL1;SLC2A4;HSPB1;ADIPOR2;SLC34A3;SULF2;CROCC;FLOT2;TMEM8B"
"ACLT_untreated_t28_vs_Control","HALLMARK_ANGIOGENESIS",0.143192488262911,0.25853889943074,0.179782316298324,0.390365648582446,1.27310657086404,31,8,"SPP1;POSTN;ITGAV;COL5A2;KCNJ8;COL3A1;PTK2;APP"
"ACLT_untreated_t28_vs_Control","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.136513157894737,0.25853889943074,0.152144922367565,-0.391198527843622,-1.25371494654116,41,17,"MGST1;CAT;GPX3;STK25;ERCC2;TXNRD2;HMOX2;LSP1;PFKP;PRDX6;NQO1;G6PD;SOD1;HHEX;FTL;FES;PTPA"
"ACLT_untreated_t28_vs_Control","HALLMARK_TGF_BETA_SIGNALING",0.152454780361757,0.25853889943074,0.183023938384487,0.336598563002943,1.20930396618597,50,13,"RAB31;SMAD1;WWTR1;SLC20A1;HDAC1;SERPINE1;PMEPA1;TJP1;BMPR2;TGIF1;CDKN1C;KLF10;CTNNB1"
"ACLT_untreated_t28_vs_Control","HALLMARK_GLYCOLYSIS",0.134375,0.25853889943074,0.216542836735348,0.269396105218723,1.1586094918981,156,34,"KIF20A;STMN1;DEPDC1;CENPA;COPB2;CDK1;B4GALT1;PRPS1;KDELR3;GFPT1;HMMR;PYGL;SDC2;PLOD2;SOX9;PKM;IL13RA1;GMPPB;RARS1;GNE;IER3;HSPA5;CHST2;KIF2A;LDHA;COL5A1;P4HA2;STC2;NASP;PHKA2;GCLC;HOMER1;SAP30;VLDLR"
"ACLT_untreated_t28_vs_Control","HALLMARK_HEME_METABOLISM",0.160294117647059,0.25853889943074,0.130777137971974,-0.291989101451271,-1.15477821102245,144,41,"ALDH1L1;SELENBP1;PC;BCAM;FN3K;ALDH6A1;CAT;SLC22A4;MARCHF2;ALAD;PIGQ;MKRN1;GYPC;SLC10A3;AQP3;BTG2;ACKR1;SLC66A2;TFDP2;TMCC2;CCND3;UBAC1;ABCB6;FECH;EZH1;TMEM9B;MARCHF8;LRP10;SLC25A38;RNF123;KAT2B;SLC6A8;CCDC28A;TNS1;RAD23A;CTSB;NARF;PPOX;SLC2A1;MOCOS;FOXO3"
"ACLT_untreated_t28_vs_Control","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.16,0.25853889943074,0.131457611642763,-0.28942625423032,-1.14814822701775,149,36,"FASN;PLAAT3;SYNGR1;UNC119;SEMA3B;CHPT1;PEX11A;MAPT;SLC24A3;AQP3;NBL1;CLIC3;IL6ST;CELSR2;TIAM1;PPIF;CXCL12;MYBBP1A;KDM4B;GFRA1;FDFT1;NXT1;NADSYN1;PTGES;ELOVL5;TGM2;ZNF185;NCOR2;ABCA3;LRIG1;KCNK5;KLF4;ADD3;MINDY1;MREG;CISH"
"ACLT_untreated_t28_vs_Control","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.215469613259669,0.335634829305715,0.157402899305283,0.293969498847372,1.10598824527346,68,23,"OSMR;SOCS3;IL13RA1;IL7;ITGA4;PTPN11;PTPN1;STAT3;IL1R1;IFNAR1;IL6;IL4R;CBL;STAM2;TNFRSF12A;CD44;SOCS1;STAT1;IL10RB;TNFRSF1A;MAP3K8;TLR2;STAT2"
"ACLT_untreated_t28_vs_Control","HALLMARK_IL2_STAT5_SIGNALING",0.221518987341772,0.335634829305715,0.166933848713193,0.253124335113142,1.09241959523118,159,41,"CKAP4;SPP1;LRRC8C;LCLAT1;CASP3;PNP;ITGAV;ENPP1;CDC6;BHLHE40;CDC42SE2;PLPP1;HUWE1;MYO1E;NCOA3;TTC39B;HOPX;RGS16;UMPS;MAPKAPK2;BMPR2;IL1RL1;DRC1;IL4R;ADAM19;GUCY1B1;CD44;ETV4;HK2;CDKN1C;SOCS1;XBP1;ANXA4;NCS1;BATF3;SYT11;SOCS2;AHCY;NFIL3;MAP3K8;SNX14"
"ACLT_untreated_t28_vs_Control","HALLMARK_UV_RESPONSE_UP",0.233480176211454,0.343353200310961,0.105125131597001,-0.284471868661593,-1.11374008237782,127,26,"TST;GRINA;NPTXR;ACAA1;GPX3;EPHX1;STK25;DGAT1;SLC25A4;CREG1;SIGMAR1;ALDOA;WIZ;AQP3;BTG2;IL6ST;PPIF;IGFBP2;FMO1;CCND3;SQSTM1;BTG1;NFKBIA;SHOX2;TUBA4A;NTRK3"
"ACLT_untreated_t28_vs_Control","HALLMARK_ESTROGEN_RESPONSE_LATE",0.282608695652174,0.403726708074534,0.144630528034484,0.25466958428174,1.07369546353838,138,20,"KIF20A;TOP2A;RAB31;PAPSS2;MYOF;DLG5;CA12;FARP1;PLK4;ATP2B4;CDC20;RBBP8;CDC6;SGK1;DNAJC1;BTG3;STIL;HPRT1;ABHD2;LARGE1"
"ACLT_untreated_t28_vs_Control","HALLMARK_INFLAMMATORY_RESPONSE",0.38006230529595,0.527864312911042,0.122679189568808,0.236656579553785,1.0118052975041,146,23,"KIF1B;ATP2C1;SLC31A1;OSMR;KCNJ2;MARCO;MMP14;ATP2A2;SGMS2;TNFAIP6;NFKB1;HIF1A;CHST2;APLNR;SERPINE1;RGS16;IL1R1;DCBLD2;IFNAR1;ITGA5;IL6;IL4R;TNFSF15"
"ACLT_untreated_t28_vs_Control","HALLMARK_MYC_TARGETS_V2",0.406417112299465,0.549212313918196,0.107972360317345,0.282769691232777,1.01416347712245,53,17,"PLK4;MCM4;WDR43;DDX18;PLK1;NOP56;PPRC1;NOLC1;NPM1;HK2;MPHOSPH10;CDK4;GNL3;UTP20;LAS1L;TMEM97;HSPD1"
"ACLT_untreated_t28_vs_Control","HALLMARK_P53_PATHWAY",0.432748538011696,0.569405971068021,0.0704500850658419,-0.250529783960018,-1.00364988931987,163,28,"CEBPA;COQ8A;RETSAT;SESN1;EPHX1;TXNIP;CD81;FDXR;PROCR;BAIAP2;H2AJ;CTSF;BTG2;JUN;RPL18;STOM;LDHB;ZNF365;CCND3;RAB40C;BTG1;ZBTB16;RXRA;WRAP73;ABHD4;KLF4;DDIT4;HRAS"
"ACLT_untreated_t28_vs_Control","HALLMARK_APICAL_JUNCTION",0.535398230088496,0.686407987292943,0.0605092988656667,-0.244915146615105,-0.971256254552824,148,24,"AKT2;CD209;TSPAN4;ADAMTS5;CRAT;PKD1;GAMT;ADAM15;RRAS;JUP;NEGR1;CADM3;TUBG1;AMIGO1;BAIAP2;LAMC2;HADH;CD34;MVD;TMEM8B;ACTN2;IRS1;RAC2;ACTB"
"ACLT_untreated_t28_vs_Control","HALLMARK_ALLOGRAFT_REJECTION",0.566265060240964,0.693774131274131,0.0949751525905595,0.223084090569533,0.952328732725549,143,20,"ETS1;ST8SIA4;PRKCB;MMP9;IL27RA;HIF1A;RARS1;EIF3J;EIF4G3;IL7;DYRK3;GLMN;DEGS1;UBE2N;EIF3A;NPM1;IL6;BRCA1;IL4R;AARS1"
"ACLT_untreated_t28_vs_Control","HALLMARK_NOTCH_SIGNALING",0.578125,0.693774131274131,0.0646484568421928,-0.309017978970556,-0.937767881886839,32,12,"WNT5A;TCF7L2;PPARD;DTX2;CCND1;JAG1;FZD1;ST3GAL6;WNT2;LFNG;SKP1;FZD7"
"ACLT_untreated_t28_vs_Control","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.58277027027027,0.693774131274131,0.0629394692018967,-0.296119074767682,-0.925582980636208,36,9,"RBPJ;HDAC11;AXIN1;WNT5B;PPARD;HDAC5;DVL2;NCOR2;FZD8"
"ACLT_untreated_t28_vs_Control","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.597222222222222,0.694444444444444,0.0574877409561325,-0.256031172299409,-0.930468485361418,77,6,"TMEM140;TXNIP;IRF7;PROCR;CSF1;LY6E"
"ACLT_untreated_t28_vs_Control","HALLMARK_APOPTOSIS",0.619326500732064,0.703780114468255,0.053347785067549,-0.237421206024777,-0.935895314637164,136,19,"RETSAT;GPX3;TSPO;CDKN1B;GSN;HSPB1;TXNIP;CD14;FDXR;ERBB2;BTG2;DCN;MGMT;JUN;SMAD7;PLPPR4;RHOT2;ERBB3;FEZ1"
"ACLT_untreated_t28_vs_Control","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.672955974842767,0.747728860936408,0.0875697115548511,0.215726151206067,0.925844472083384,151,58,"ST8SIA4;CASP3;PNP;TNFAIP6;SOCS3;NFKB1;HIF1A;MTHFD2;IL7;NCOA3;CASP7;AUTS2;PTPN1;STAT3;BPGM;IL6;IL4R;ZNFX1;CMKLR1;HERC6;SOCS1;STAT1;DDX60;PELI1;STAT2;TRAFD1;JAK2;PSMA2;PIM1;IFI30;OAS2;CD40;PSMA3;ICAM1;EIF2AK2;FCGR1A;SELP;ITGB7;RIGI;TRIM25;NUP93;PDE4B;BANK1;IRF1;CD86;RIPK2;TRIM21;CMPK2;PTPN2;MX1;IL2RB;CCL2;CSF2RB;IFI44;PSMB2;RIPK1;CDKN1A;SP110"
"ACLT_untreated_t28_vs_Control","HALLMARK_COAGULATION",0.842185128983308,0.91257436724816,0.0409055783172035,-0.220790195393362,-0.827117826477408,96,33,"CFD;GSN;ANG;CAPN5;CRIP2;S100A1;F3;TFPI2;SIRT2;USP11;C2;CSRP1;C9;ACOX2;CTSO;RAPGEF3;C1QA;ITGB3;GNB2;PLEK;APOA1;PEF1;MMP11;CTSB;MST1;ISCU;P2RY1;MMP8;ITIH1;SERPING1;F2RL2;PROS1;DCT"
"ACLT_untreated_t28_vs_Control","HALLMARK_HEDGEHOG_SIGNALING",0.85781990521327,0.91257436724816,0.060640400949416,0.247898539012739,0.755917284103424,26,6,"NRP2;NRCAM;HEY2;VLDLR;RTN1;CDK6"
"ACLT_untreated_t28_vs_Control","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.888178913738019,0.925186368477103,0.0736212741014394,0.198532408875016,0.864545724442107,167,35,"TNC;RCAN1;PANX1;B4GALT1;DUSP5;B4GALT5;SGK1;TNFAIP6;BHLHE40;SOCS3;BTG3;NFKB1;IER3;MCL1;DRAM1;SERPINE1;PLAU;PMEPA1;IL6;CFLAR;CD44;FOSL1;TGIF1;KLF10;RNF19B;REL;PDLIM5;EFNA1;TRIB1;FOSL2;NFIL3;RELB;MAP3K8;TLR2;ATF3"
"ACLT_untreated_t28_vs_Control","HALLMARK_DNA_REPAIR",0.951824817518248,0.971249813794131,0.0333826959919392,-0.195100997675824,-0.767321745666976,134,21,"BCAM;NME4;TAF1C;APRT;POLR2F;COX17;NME3;POLL;NELFB;VPS37D;EDF1;ERCC2;USP11;EIF1B;VPS28;MPC2;SAC3D1;SNAPC4;TARBP2;VPS37B;SURF1"
