"panel_key","contrast","pathway","rank","running_ES","is_hit","gene_symbol","NES","padj","pval","pathway_pretty","timepoint","panel_label"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",16,-0.00115707260630605,FALSE,"KIF20A",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",17,-0.00122938964420017,FALSE,"ALDH18A1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",18,-0.0013017066820943,FALSE,"CCNB2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",19,-0.00137402371998843,FALSE,"ENSSSCG00000035908",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",20,-0.00144634075788256,FALSE,"PHACTR3",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",21,-0.00151865779577668,FALSE,"P4HA3",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",22,-0.00159097483367081,FALSE,"TCF7",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",23,-0.00166329187156494,FALSE,"CKAP4",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",24,-0.00173560890945907,FALSE,"PTK7",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",25,-0.0018079259473532,FALSE,"NDC80",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",26,-0.00188024298524732,FALSE,"KIF2C",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",27,-0.00195256002314145,FALSE,"MLKL",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",28,-0.00202487706103558,FALSE,"ENSSSCG00000055131",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",29,-0.00209719409892971,FALSE,"RACGAP1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",30,-0.00216951113682384,FALSE,"TOP2A",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",31,-0.00224182817471796,FALSE,"SLC7A8",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",32,-0.00231414521261209,FALSE,"LUZP1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",33,-0.00238646225050622,FALSE,"UBE2C",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",34,-0.00245877928840035,FALSE,"STMN1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",35,-0.00253109632629447,FALSE,"ENSSSCG00000045128",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",36,-0.0026034133641886,FALSE,"SHCBP1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",37,-0.00267573040208273,FALSE,"GJC2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",38,0.0161488298067853,TRUE,"TNC",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",39,0.0160765127688912,FALSE,"SCN3A",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",40,0.016004195730997,FALSE,"CEMIP2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",41,0.0159318786931029,FALSE,"KCNG1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",42,0.0158595616552088,FALSE,"SYCP2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",43,0.0157872446173147,FALSE,"POLE",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",44,0.0157149275794205,FALSE,"GXYLT2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",45,0.0156426105415264,FALSE,"KIF4A",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",46,0.0155702935036323,FALSE,"MELK",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",47,0.0154979764657381,FALSE,"SPON1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",48,0.015425659427844,FALSE,"CCNB1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",49,0.0153533423899499,FALSE,"ADSS2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",50,0.0152810253520558,FALSE,"ANLN",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",51,0.0152087083141616,FALSE,"BUB1B",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",52,0.0151363912762675,FALSE,"ENSSSCG00000048264",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",53,0.0150640742383734,FALSE,"DLGAP5",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",54,0.0149917572004792,FALSE,"KIF1B",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",55,0.0149194401625851,FALSE,"BUB1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",56,0.014847123124691,FALSE,"ENTPD7",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",57,0.0147748060867969,FALSE,"RAB31",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",58,0.0325662406668256,TRUE,"COPA",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",59,0.0324939236289315,FALSE,"NUF2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",60,0.0324216065910374,FALSE,"SLC39A7",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",61,0.0323492895531433,FALSE,"SPC24",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",62,0.0322769725152491,FALSE,"MLEC",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",63,0.032204655477355,FALSE,"KIF15",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",64,0.0321323384394609,FALSE,"ENSSSCG00000041731",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",65,0.0496335521306496,TRUE,"SPP1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",66,0.0495612350927555,FALSE,"CKAP2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",67,0.0670400179981716,TRUE,"ADAM12",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",68,0.0669677009602774,FALSE,"B3GALT1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",69,0.0668953839223833,FALSE,"NCAPH",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",70,0.0668230668844892,FALSE,"PDYN",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",71,0.0667507498465951,FALSE,"ETS1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",72,0.0841140593365277,TRUE,"FBN2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",73,0.0840417422986336,FALSE,"DESI2",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",74,0.0839694252607395,FALSE,"ADAMTS17",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",75,0.0838971082228453,FALSE,"DEPDC1",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",76,0.0838247911849512,FALSE,"CIT",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",77,0.0837524741470571,FALSE,"TTK",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",78,0.0836801571091629,FALSE,"ENSSSCG00000031741",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",79,0.0836078400712688,FALSE,"CCNB3",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",80,0.0835355230333747,FALSE,"GALNT10",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
"EMT / ECM remodeling__t28","ACLT_untreated_t28_vs_Control","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",81,0.0834632059954806,FALSE,"ENSSSCG00000013849",1.5134305219531,0.00348396601724827,0.00111486912551945,"EMT / ECM remodeling","t28","EMT / ECM remodeling — t28
NES = 1.513   |   FDR = 3.48e-03"
