"item_id","required_class","category","role","basename_exact","required","status","search_mode","n_exact_candidates","source_selected","all_exact_candidates","destination","copied","size_bytes","md5","used_by","required_reason","preferred_rel"
"050","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v2_pig_chronic_manifest_rebuild_summary.csv","step25v2_pig_chronic_manifest_rebuild_summary.csv",FALSE,"COPIED","preferred_exact_path",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v2_pig_chronic_manifest_rebuild_summary.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step25v2_pig_chronic_manifest_rebuild_summary.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v2_pig_chronic_manifest_rebuild_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v2_pig_chronic_manifest_rebuild_summary.csv",TRUE,429,"a53fcdd3950c5e61c1a9bbc96923a095","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v2_pig_chronic_manifest_rebuild_summary.csv"
"051","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v2_pig_chronic_manifest_rebuild_log.txt","step25v2_pig_chronic_manifest_rebuild_log.txt",FALSE,"COPIED","exact_basename_recursive",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/logs/step25v2_pig_chronic_manifest_rebuild_log.txt","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step25v2_pig_chronic_manifest_rebuild_log.txt || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/logs/step25v2_pig_chronic_manifest_rebuild_log.txt","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v2_pig_chronic_manifest_rebuild_log.txt",TRUE,324,"93cf2a070358945a01cdd212dfc17ff1","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v2_pig_chronic_manifest_rebuild_log.txt"
"052","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v3_pig_chronic_manifest_rebuild_summary.csv","step25v3_pig_chronic_manifest_rebuild_summary.csv",FALSE,"COPIED","preferred_exact_path",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_manifest_rebuild_summary.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_manifest_rebuild_summary.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_manifest_rebuild_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v3_pig_chronic_manifest_rebuild_summary.csv",TRUE,361,"415ff66213c7d6473e040e626f147d58","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_manifest_rebuild_summary.csv"
"053","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v3_pig_chronic_manifest_rebuild_log.txt","step25v3_pig_chronic_manifest_rebuild_log.txt",FALSE,"COPIED","exact_basename_recursive",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/logs/step25v3_pig_chronic_manifest_rebuild_log.txt","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step25v3_pig_chronic_manifest_rebuild_log.txt || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/logs/step25v3_pig_chronic_manifest_rebuild_log.txt","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v3_pig_chronic_manifest_rebuild_log.txt",TRUE,124,"94a3014cf3e23f96247dd4555770fbf4","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_manifest_rebuild_log.txt"
"054","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv","step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv",FALSE,"COPIED","preferred_exact_path",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv",TRUE,5226971,"dc1319d1bd241b95a239693add2f64e3","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_counts_matrix.csv"
"055","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv","step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv",FALSE,"COPIED","preferred_exact_path",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv",TRUE,8673153,"cc2c880a8d0e74903feda62db8f3b317","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_abundance_tpm_matrix.csv"
"056","OPTIONAL","04_optional_step25_intermediate_or_full_synovium_outputs","step25v3_pig_chronic_synovium_gene_level_length_matrix.csv","step25v3_pig_chronic_synovium_gene_level_length_matrix.csv",FALSE,"COPIED","preferred_exact_path",2,"E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_length_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_length_matrix.csv || E:/R/ACLsenescence2 LD/rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_length_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/04_step25_intermediate_or_full_synovium_outputs/step25v3_pig_chronic_synovium_gene_level_length_matrix.csv",TRUE,14267717,"75c843ded461a50fe11ff214316603b1","Intermediate audit and full 48-synovium reference","Optional because the final 24-sample main-comparison files are the downstream analysis inputs.","rebuild_submission/03_pig_chronic/tables/step25v3_pig_chronic_synovium_gene_level_length_matrix.csv"
"061","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_quant_directory_rescan.csv","step22_methods_12_1_quant_directory_rescan.csv",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step22_methods_12_1_quant_directory_rescan.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step22_methods_12_1_quant_directory_rescan.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_quant_directory_rescan.csv",TRUE,19195,"21ef44275a689a3e924c270d68e54f75","Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_quant_directory_rescan.csv"
"062","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_source_file_audit.csv","step22_methods_12_1_source_file_audit.csv",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step22_methods_12_1_source_file_audit.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/step22_methods_12_1_source_file_audit.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_source_file_audit.csv",TRUE,2191,"c2436a68e84c8f15d75cdfd79c4636d7","Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_source_file_audit.csv"
"063","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_summary_to_send_me.txt","step22_methods_12_1_summary_to_send_me.txt",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step22_methods_12_1_summary_to_send_me.txt","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step22_methods_12_1_summary_to_send_me.txt","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_summary_to_send_me.txt",TRUE,1251,"32cac133fed9e09de3e98ecec02d9069","Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_summary_to_send_me.txt"
"064","OPTIONAL","05_optional_methods_12_1_details","step22_methods_12_1_script_archive_note.txt","step22_methods_12_1_script_archive_note.txt",FALSE,"COPIED","exact_basename_recursive",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step22_methods_12_1_script_archive_note.txt","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/logs/step22_methods_12_1_script_archive_note.txt","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/05_methods_12_1_details/step22_methods_12_1_script_archive_note.txt",TRUE,230,"4140795ebb3de34b95100ec26401df51","Detailed methods audit only","Optional because the minimal methods evidence tables/text are already required.","rebuild_submission/03_pig_chronic/step22_methods_12_1_script_archive_note.txt"
"072","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv","chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv",TRUE,33368,"e535a84bb4f47102be96f699a9b3b9ce","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_TMM_logCPM_matrix.csv"
"073","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv","chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv",TRUE,35044,"11505b8af84624d01b9cf2d03289c227","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_zscore_matrix.csv"
"074","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_signature_scores_long.csv","chronic_step2_current78_TMM_aligned_signature_scores_long.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_scores_long.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_scores_long.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_signature_scores_long.csv",TRUE,12151,"482506d5f531aeeba7fa82fee24325f2","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_signature_scores_long.csv"
"075","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_plot_files.csv","chronic_step2_current78_TMM_aligned_plot_files.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_plot_files.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_plot_files.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_plot_files.csv",TRUE,491,"672040f699d6f69c1e97c775b2d6debc","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_plot_files.csv"
"076","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_normalization_summary.csv","chronic_step2_current78_TMM_aligned_normalization_summary.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_normalization_summary.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_normalization_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_normalization_summary.csv",TRUE,357,"deb1e9fd2ae9297f4f1e10806316bfb8","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_normalization_summary.csv"
"077","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_library_summary.csv","chronic_step2_current78_TMM_aligned_library_summary.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_library_summary.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_library_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_library_summary.csv",TRUE,2444,"10e6966d6ff91da673421b71b644f178","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_library_summary.csv"
"078","OPTIONAL","06_optional_Figure5A_signature_score_details","chronic_step2_current78_TMM_aligned_input_file_audit.csv","chronic_step2_current78_TMM_aligned_input_file_audit.csv",FALSE,"COPIED","preferred_exact_path",1,"E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_input_file_audit.csv","E:/R/ACLsenescence2/rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_input_file_audit.csv","E:/R/ACLsenescence2/rebuild_submission/submission/chronic pig/optional_QC_audit/06_Figure5A_signature_score_details/chronic_step2_current78_TMM_aligned_input_file_audit.csv",TRUE,1077,"d07d11b56bf8368075d722184d03bb21","Detailed Figure5A audit/reconstruction","Optional detailed matrices/audit records; source data, statistics, metadata and final figures are already required.","rebuild_submission/03_pig_chronic/tables/chronic_step2_current78_signature_score_TMM_aligned/chronic_step2_current78_TMM_aligned_input_file_audit.csv"
