"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs"
"Anapc1","ANAPC1",24,"ENSG00000153107","24.1.1","ENSMUSG00000014355","anaphase promoting complex subunit 1 [Source:MGI Symbol;Acc:MGI:103097]",1,1
"Anln","ANLN",25,"ENSG00000011426","25.1.1","ENSMUSG00000036777","anillin, actin binding protein [Source:MGI Symbol;Acc:MGI:1920174]",1,1
"Anxa5","ANXA5",26,"ENSG00000164111","26.1.1","ENSMUSG00000027712","annexin A5 [Source:MGI Symbol;Acc:MGI:106008]",1,1
"Apex1","APEX1",27,"ENSG00000100823","27.1.1","ENSMUSG00000035960","apurinic/apyrimidinic endonuclease 1 [Source:MGI Symbol;Acc:MGI:88042]",1,1
"Ar","AR",28,"ENSG00000169083","28.1.1","ENSMUSG00000046532","androgen receptor [Source:MGI Symbol;Acc:MGI:88064]",1,1
"Arf1","ARF1",29,"ENSG00000143761","29.1.1","ENSMUSG00000048076","ADP-ribosylation factor 1 [Source:MGI Symbol;Acc:MGI:99431]",1,1
"Arg2","ARG2",30,"ENSG00000081181","30.1.1","ENSMUSG00000021125","arginase type II [Source:MGI Symbol;Acc:MGI:1330806]",1,1
"Arid1a","ARID1A",31,"ENSG00000117713","31.1.1","ENSMUSG00000007880","AT-rich interaction domain 1A [Source:MGI Symbol;Acc:MGI:1935147]",1,1
"Arid1b","ARID1B",32,"ENSG00000049618","32.1.1","ENSMUSG00000069729","AT-rich interaction domain 1B [Source:MGI Symbol;Acc:MGI:1926129]",1,1
"Arid3a","ARID3A",33,"ENSG00000116017","33.1.1","ENSMUSG00000019564","AT-rich interaction domain 3A [Source:MGI Symbol;Acc:MGI:1328360]",1,1
"Arid4b","ARID4B",34,"ENSG00000054267","34.1.1","ENSMUSG00000039219","AT-rich interaction domain 4B [Source:MGI Symbol;Acc:MGI:2137512]",1,1
"Arrb1","ARRB1",36,"ENSG00000137486","36.1.1","ENSMUSG00000018909","arrestin, beta 1 [Source:MGI Symbol;Acc:MGI:99473]",1,1
"Asah1","ASAH1",37,"ENSG00000104763","37.1.1","ENSMUSG00000031591","N-acylsphingosine amidohydrolase 1 [Source:MGI Symbol;Acc:MGI:1277124]",1,1
"Asf1a","ASF1A",38,"ENSG00000111875","38.1.1","ENSMUSG00000019857","anti-silencing function 1A histone chaperone [Source:MGI Symbol;Acc:MGI:1913653]",1,1
"Asph","ASPH",39,"ENSG00000198363","39.1.1","ENSMUSG00000028207","aspartate-beta-hydroxylase [Source:MGI Symbol;Acc:MGI:1914186]",1,1
"Asxl2","ASXL2",40,"ENSG00000143970","40.1.1","ENSMUSG00000037486","ASXL transcriptional regulator 2 [Source:MGI Symbol;Acc:MGI:1922552]",1,1
"Atf3","ATF3",41,"ENSG00000162772","41.1.1","ENSMUSG00000026628","activating transcription factor 3 [Source:MGI Symbol;Acc:MGI:109384]",1,1
"Atf6","ATF6",42,"ENSG00000118217","42.1.1","ENSMUSG00000026663","activating transcription factor 6 [Source:MGI Symbol;Acc:MGI:1926157]",1,1
"Atf7ip","ATF7IP",43,"ENSG00000171681","43.1.1","ENSMUSG00000030213","activating transcription factor 7 interacting protein [Source:MGI Symbol;Acc:MGI:1858965]",1,1
"Atg10","ATG10",44,"ENSG00000152348","44.1.1","ENSMUSG00000021619","autophagy related 10 [Source:MGI Symbol;Acc:MGI:1914045]",1,1
"Atg12","ATG12",45,"ENSG00000145782","45.1.1","ENSMUSG00000032905","autophagy related 12 [Source:MGI Symbol;Acc:MGI:1914776]",1,1
"Atg16l1","ATG16L1",46,"ENSG00000085978","46.1.1","ENSMUSG00000026289","autophagy related 16 like 1 [Source:MGI Symbol;Acc:MGI:1924290]",1,1
"Atg4d","ATG4D",47,"ENSG00000130734","47.1.1","ENSMUSG00000002820","autophagy related 4D, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2444308]",1,1
"Atg5","ATG5",48,"ENSG00000057663","48.1.1","ENSMUSG00000038160","autophagy related 5 [Source:MGI Symbol;Acc:MGI:1277186]",1,1
"Atg7","ATG7",49,"ENSG00000197548","49.1.1","ENSMUSG00000030314","autophagy related 7 [Source:MGI Symbol;Acc:MGI:1921494]",1,1
"Atm","ATM",50,"ENSG00000149311","50.1.1","ENSMUSG00000034218","ataxia telangiectasia mutated [Source:MGI Symbol;Acc:MGI:107202]",1,1
"Atp6v0a2","ATP6V0A2",51,"ENSG00000185344","51.1.1","ENSMUSG00000038023","ATPase, H+ transporting, lysosomal V0 subunit A2 [Source:MGI Symbol;Acc:MGI:104855]",1,1
"Atp6v0c","ATP6V0C",52,"ENSG00000185883","52.1.1","ENSMUSG00000024121","ATPase, H+ transporting, lysosomal V0 subunit C [Source:MGI Symbol;Acc:MGI:88116]",1,1
"Atr","ATR",53,"ENSG00000175054","53.1.1","ENSMUSG00000032409","ataxia telangiectasia and Rad3 related [Source:MGI Symbol;Acc:MGI:108028]",1,1
"Atraid","ATRAID",54,"ENSG00000138085","54.1.1","ENSMUSG00000013622","all-trans retinoic acid induced differentiation factor [Source:MGI Symbol;Acc:MGI:1918918]",1,1
"Atrx","ATRX",55,"ENSG00000085224","55.1.1","ENSMUSG00000031229","ATRX, chromatin remodeler [Source:MGI Symbol;Acc:MGI:103067]",1,1
"Atxn10","ATXN10",56,"ENSG00000130638","56.1.1","ENSMUSG00000016541","ataxin 10 [Source:MGI Symbol;Acc:MGI:1859293]",1,1
"Aurka","AURKA",57,"ENSG00000087586","57.1.1","ENSMUSG00000027496","aurora kinase A [Source:MGI Symbol;Acc:MGI:894678]",1,1
"Aurkb","AURKB",58,"ENSG00000178999","58.1.1","ENSMUSG00000020897","aurora kinase B [Source:MGI Symbol;Acc:MGI:107168]",1,1
"Axl","AXL",59,"ENSG00000167601","59.1.1","ENSMUSG00000002602","AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]",1,1
"Bag3","BAG3",60,"ENSG00000151929","60.1.1","ENSMUSG00000030847","BCL2-associated athanogene 3 [Source:MGI Symbol;Acc:MGI:1352493]",1,1
"Bap1","BAP1",61,"ENSG00000163930","61.1.1","ENSMUSG00000021901","Brca1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1206586]",1,1
"Baz1a","BAZ1A",62,"ENSG00000198604","62.1.1","ENSMUSG00000035021","bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478]",1,1
"Bcl11b","BCL11B",63,"ENSG00000127152","63.1.1","ENSMUSG00000048251","B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]",1,1
"Bcl2","BCL2",64,"ENSG00000171791","64.1.1","ENSMUSG00000057329","B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138]",1,1
"Bcl2l1","BCL2L1",65,"ENSG00000171552","65.1.1","ENSMUSG00000007659","BCL2-like 1 [Source:MGI Symbol;Acc:MGI:88139]",1,1
"Bcl3","BCL3",67,"ENSG00000069399","67.1.1","ENSMUSG00000053175","B cell leukemia/lymphoma 3 [Source:MGI Symbol;Acc:MGI:88140]",1,1
"Bcl6","BCL6",68,"ENSG00000113916","68.1.1","ENSMUSG00000022508","B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187]",1,1
"Bclaf1","BCLAF1",69,"ENSG00000029363","69.1.1","ENSMUSG00000037608","BCL2-associated transcription factor 1 [Source:MGI Symbol;Acc:MGI:1917580]",1,1
"Becn1","BECN1",70,"ENSG00000126581","70.1.1","ENSMUSG00000035086","beclin 1, autophagy related [Source:MGI Symbol;Acc:MGI:1891828]",1,1
"Bhlhe40","BHLHE40",71,"ENSG00000134107","71.1.1","ENSMUSG00000030103","basic helix-loop-helix family, member e40 [Source:MGI Symbol;Acc:MGI:1097714]",1,1
"Bin1","BIN1",72,"ENSG00000136717","72.1.1","ENSMUSG00000024381","bridging integrator 1 [Source:MGI Symbol;Acc:MGI:108092]",1,1
"Birc5","BIRC5",73,"ENSG00000089685","73.1.1","ENSMUSG00000017716","baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]",1,1
"Blk","BLK",74,"ENSG00000136573","74.1.1","ENSMUSG00000014453","B lymphoid kinase [Source:MGI Symbol;Acc:MGI:88169]",1,1
"Blvra","BLVRA",75,"ENSG00000106605","75.1.1","ENSMUSG00000001999","biliverdin reductase A [Source:MGI Symbol;Acc:MGI:88170]",1,1
"Bmi1","BMI1",76,"ENSG00000168283","76.1.1","ENSMUSG00000026739","Bmi1 polycomb ring finger oncogene [Source:MGI Symbol;Acc:MGI:88174]",1,1
"Bmp4","BMP4",77,"ENSG00000125378","77.1.1","ENSMUSG00000021835","bone morphogenetic protein 4 [Source:MGI Symbol;Acc:MGI:88180]",1,1
"Bmpr2","BMPR2",78,"ENSG00000204217","78.1.1","ENSMUSG00000067336","bone morphogenetic protein receptor type 2 [Source:MGI Symbol;Acc:MGI:1095407]",1,1
"Bms1","BMS1",79,"ENSG00000165733","79.1.1","ENSMUSG00000030138","BMS1, ribosome biogenesis factor [Source:MGI Symbol;Acc:MGI:2446132]",1,1
"Bnip3l","BNIP3L",80,"ENSG00000104765","80.1.1","ENSMUSG00000022051","BCL2/adenovirus E1B interacting protein 3-like [Source:MGI Symbol;Acc:MGI:1332659]",1,1
"Braf","BRAF",81,"ENSG00000157764","81.1.1","ENSMUSG00000002413","Braf transforming gene [Source:MGI Symbol;Acc:MGI:88190]",1,1
"Brca1","BRCA1",82,"ENSG00000012048","82.1.1","ENSMUSG00000017146","breast cancer 1, early onset [Source:MGI Symbol;Acc:MGI:104537]",1,1
"Brd4","BRD4",83,"ENSG00000141867","83.1.1","ENSMUSG00000024002","bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]",1,1
"Brd7","BRD7",84,"ENSG00000166164","84.1.1","ENSMUSG00000031660","bromodomain containing 7 [Source:MGI Symbol;Acc:MGI:1349766]",1,1
"Brip1","BRIP1",85,"ENSG00000136492","85.1.1","ENSMUSG00000034329","BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836]",1,1
"Btg1","BTG1",86,"ENSG00000133639","86.1.1","ENSMUSG00000036478","BTG anti-proliferation factor 1 [Source:MGI Symbol;Acc:MGI:88215]",1,1
"Btg2","BTG2",87,"ENSG00000159388","87.1.1","ENSMUSG00000020423","BTG anti-proliferation factor 2 [Source:MGI Symbol;Acc:MGI:108384]",1,1
"Btg3","BTG3",88,"ENSG00000154640","88.1.1","ENSMUSG00000022863","BTG anti-proliferation factor 3 [Source:MGI Symbol;Acc:MGI:109532]",1,1
"Bub1","BUB1",89,"ENSG00000169679","89.1.1","ENSMUSG00000027379","BUB1, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1100510]",1,1
"Bub1b","BUB1B",90,"ENSG00000156970","90.1.1","ENSMUSG00000040084","BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]",1,1
"Calr","CALR",91,"ENSG00000179218","91.1.1","ENSMUSG00000003814","calreticulin [Source:MGI Symbol;Acc:MGI:88252]",1,1
"Capns1","CAPNS1",92,"ENSG00000126247","92.1.1","ENSMUSG00000001794","calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]",1,1
"Carf","CARF",93,"ENSG00000138380","93.1.1","ENSMUSG00000026017","calcium response factor [Source:MGI Symbol;Acc:MGI:2182269]",1,1
"Carm1","CARM1",94,"ENSG00000142453","94.1.1","ENSMUSG00000032185","coactivator-associated arginine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913208]",1,1
"Casp2","CASP2",95,"ENSG00000106144","95.1.1","ENSMUSG00000029863","caspase 2 [Source:MGI Symbol;Acc:MGI:97295]",1,1
"Cav1","CAV1",96,"ENSG00000105974","96.1.1","ENSMUSG00000007655","caveolin 1, caveolae protein [Source:MGI Symbol;Acc:MGI:102709]",1,1
"Cavin1","CAVIN1",97,"ENSG00000177469","97.1.1","ENSMUSG00000004044","caveolae associated 1 [Source:MGI Symbol;Acc:MGI:1277968]",1,1
"Cbs","CBS",98,"ENSG00000160200","98.1.1","ENSMUSG00000024039","cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]",1,1
"Cbx5","CBX5",99,"ENSG00000094916","99.1.1","ENSMUSG00000009575","chromobox 5 [Source:MGI Symbol;Acc:MGI:109372]",1,1
"Cbx7","CBX7",100,"ENSG00000100307","100.1.1","ENSMUSG00000053411","chromobox 7 [Source:MGI Symbol;Acc:MGI:1196439]",1,1
"Cbx8","CBX8",101,"ENSG00000141570","101.1.1","ENSMUSG00000025578","chromobox 8 [Source:MGI Symbol;Acc:MGI:1353589]",1,1
"Ccl2","CCL2",102,"ENSG00000108691","102.1.1","ENSMUSG00000035385","C-C motif chemokine ligand 2 [Source:MGI Symbol;Acc:MGI:98259]",1,1
"Ccn2","CCN2",103,"ENSG00000118523","103.1.1","ENSMUSG00000019997","cellular communication network factor 2 [Source:MGI Symbol;Acc:MGI:95537]",1,1
"Ccn6","CCN6",104,"ENSG00000112761","104.1.1","ENSMUSG00000062074","cellular communication network factor 6 [Source:MGI Symbol;Acc:MGI:2685581]",1,1
"Ccna2","CCNA2",105,"ENSG00000145386","105.1.1","ENSMUSG00000027715","cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]",1,1
"Ccnb1","CCNB1",106,"ENSG00000134057","106.1.1","ENSMUSG00000041431","cyclin B1 [Source:MGI Symbol;Acc:MGI:88302]",1,1
"Ccnd1","CCND1",107,"ENSG00000110092","107.1.1","ENSMUSG00000070348","cyclin D1 [Source:MGI Symbol;Acc:MGI:88313]",1,1
"Ccnd3","CCND3",108,"ENSG00000112576","108.1.1","ENSMUSG00000034165","cyclin D3 [Source:MGI Symbol;Acc:MGI:88315]",1,1
"Cd28","CD28",109,"ENSG00000178562","109.1.1","ENSMUSG00000026012","CD28 antigen [Source:MGI Symbol;Acc:MGI:88327]",1,1
"Cd34","CD34",110,"ENSG00000174059","110.1.1","ENSMUSG00000016494","CD34 antigen [Source:MGI Symbol;Acc:MGI:88329]",1,1
"Cd40lg","CD40LG",111,"ENSG00000102245","111.1.1","ENSMUSG00000031132","CD40 ligand [Source:MGI Symbol;Acc:MGI:88337]",1,1
"Cd82","CD82",112,"ENSG00000085117","112.1.1","ENSMUSG00000027215","CD82 antigen [Source:MGI Symbol;Acc:MGI:104651]",1,1
"Cdc25a","CDC25A",113,"ENSG00000164045","113.1.1","ENSMUSG00000032477","cell division cycle 25A [Source:MGI Symbol;Acc:MGI:103198]",1,1
"Cdc45","CDC45",114,"ENSG00000093009","114.1.1","ENSMUSG00000000028","cell division cycle 45 [Source:MGI Symbol;Acc:MGI:1338073]",1,1
"Cdc6","CDC6",115,"ENSG00000094804","115.1.1","ENSMUSG00000017499","cell division cycle 6 [Source:MGI Symbol;Acc:MGI:1345150]",1,1
"Cdc7","CDC7",116,"ENSG00000097046","116.1.1","ENSMUSG00000029283","cell division cycle 7 [Source:MGI Symbol;Acc:MGI:1309511]",1,1
"Cdca2","CDCA2",117,"ENSG00000184661","117.1.1","ENSMUSG00000048922","cell division cycle associated 2 [Source:MGI Symbol;Acc:MGI:1919787]",1,1
"Cdca4","CDCA4",118,"ENSG00000170779","118.1.1","ENSMUSG00000047832","cell division cycle associated 4 [Source:MGI Symbol;Acc:MGI:1919213]",1,1
"Cdh1","CDH1",119,"ENSG00000039068","119.1.1","ENSMUSG00000000303","cadherin 1 [Source:MGI Symbol;Acc:MGI:88354]",1,1
"Cdk1","CDK1",120,"ENSG00000170312","120.1.1","ENSMUSG00000019942","cyclin dependent kinase 1 [Source:MGI Symbol;Acc:MGI:88351]",1,1
"Cdk18","CDK18",121,"ENSG00000117266","121.1.1","ENSMUSG00000026437","cyclin dependent kinase 18 [Source:MGI Symbol;Acc:MGI:97518]",1,1
"Cdk2","CDK2",122,"ENSG00000123374","122.1.1","ENSMUSG00000025358","cyclin dependent kinase 2 [Source:MGI Symbol;Acc:MGI:104772]",1,1
"Cdk4","CDK4",124,"ENSG00000135446","124.1.1","ENSMUSG00000006728","cyclin dependent kinase 4 [Source:MGI Symbol;Acc:MGI:88357]",1,1
"Cdk5","CDK5",125,"ENSG00000164885","125.1.1","ENSMUSG00000028969","cyclin dependent kinase 5 [Source:MGI Symbol;Acc:MGI:101765]",1,1
"Cdk5r1","CDK5R1",126,"ENSG00000176749","126.1.1","ENSMUSG00000048895","cyclin dependent kinase 5, regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:101764]",1,1
"Cdk6","CDK6",127,"ENSG00000105810","127.1.1","ENSMUSG00000040274","cyclin dependent kinase 6 [Source:MGI Symbol;Acc:MGI:1277162]",1,1
"Cdkn1a","CDKN1A",128,"ENSG00000124762","128.1.1","ENSMUSG00000023067","cyclin dependent kinase inhibitor 1A [Source:MGI Symbol;Acc:MGI:104556]",1,1
"Cdkn1b","CDKN1B",129,"ENSG00000111276","129.1.1","ENSMUSG00000003031","cyclin dependent kinase inhibitor 1B [Source:MGI Symbol;Acc:MGI:104565]",1,1
"Cdkn1c","CDKN1C",130,"ENSG00000129757","130.1.1","ENSMUSG00000037664","cyclin dependent kinase inhibitor 1C [Source:MGI Symbol;Acc:MGI:104564]",1,1
"Cdkn2a","CDKN2A",131,"ENSG00000147889","131.1.1","ENSMUSG00000044303","cyclin dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]",1,1
"Cdkn2aip","CDKN2AIP",132,"ENSG00000168564","132.1.1","ENSMUSG00000038069","CDKN2A interacting protein [Source:MGI Symbol;Acc:MGI:1918175]",1,1
"Cdkn2b","CDKN2B",133,"ENSG00000147883","133.1.1","ENSMUSG00000073802","cyclin dependent kinase inhibitor 2B [Source:MGI Symbol;Acc:MGI:104737]",1,1
"Cebpb","CEBPB",135,"ENSG00000172216","135.1.1","ENSMUSG00000056501","CCAAT/enhancer binding protein beta [Source:MGI Symbol;Acc:MGI:88373]",1,1
"Cebpg","CEBPG",136,"ENSG00000153879","136.1.1","ENSMUSG00000056216","CCAAT/enhancer binding protein gamma [Source:MGI Symbol;Acc:MGI:104982]",1,1
"Cenpa","CENPA",137,"ENSG00000115163","137.1.1","ENSMUSG00000029177","centromere protein A [Source:MGI Symbol;Acc:MGI:88375]",1,1
"Chaf1b","CHAF1B",138,"ENSG00000159259","138.1.1","ENSMUSG00000022945","chromatin assembly factor 1, subunit B [Source:MGI Symbol;Acc:MGI:1314881]",1,1
"Chd5","CHD5",139,"ENSG00000116254","139.1.1","ENSMUSG00000005045","chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258]",1,1
"Chek1","CHEK1",140,"ENSG00000149554","140.1.1","ENSMUSG00000032113","checkpoint kinase 1 [Source:MGI Symbol;Acc:MGI:1202065]",1,1
"Chek2","CHEK2",141,"ENSG00000183765","141.1.1","ENSMUSG00000029521","checkpoint kinase 2 [Source:MGI Symbol;Acc:MGI:1355321]",1,1
"Chuk","CHUK",142,"ENSG00000213341","142.1.1","ENSMUSG00000025199","conserved helix-loop-helix ubiquitous kinase [Source:MGI Symbol;Acc:MGI:99484]",1,1
"Cip2a","CIP2A",143,"ENSG00000163507","143.1.1","ENSMUSG00000033031","cell proliferation regulating inhibitor of protein phosphatase 2A [Source:MGI Symbol;Acc:MGI:2146335]",1,1
"Cit","CIT",144,"ENSG00000122966","144.1.1","ENSMUSG00000029516","citron [Source:MGI Symbol;Acc:MGI:105313]",1,1
"Ckap2","CKAP2",145,"ENSG00000136108","145.1.1","ENSMUSG00000037725","cytoskeleton associated protein 2 [Source:MGI Symbol;Acc:MGI:1931797]",1,1
"Ckb","CKB",146,"ENSG00000166165","146.1.1","ENSMUSG00000001270","creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]",1,1
"Clca2","CLCA2",147,"ENSG00000137975","147.1.1","ENSMUSG00000036960","chloride channel accessory 2 [Source:MGI Symbol;Acc:MGI:2139758]",1,1
"Clpp","CLPP",148,"ENSG00000125656","148.1.1","ENSMUSG00000002660","caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]",1,1
"Clspn","CLSPN",149,"ENSG00000092853","149.1.1","ENSMUSG00000042489","claspin [Source:MGI Symbol;Acc:MGI:2445153]",1,1
"Clu","CLU",150,"ENSG00000120885","150.1.1","ENSMUSG00000022037","clusterin [Source:MGI Symbol;Acc:MGI:88423]",1,1
"Cnot6","CNOT6",151,"ENSG00000113300","151.1.1","ENSMUSG00000020362","CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]",1,1
"Cnot6l","CNOT6L",152,"ENSG00000138767","152.1.1","ENSMUSG00000034724","CCR4-NOT transcription complex, subunit 6-like [Source:MGI Symbol;Acc:MGI:2443154]",1,1
"Cpeb1","CPEB1",154,"ENSG00000214575","154.1.1","ENSMUSG00000025586","cytoplasmic polyadenylation element binding protein 1 [Source:MGI Symbol;Acc:MGI:108442]",1,1
"Cpt1c","CPT1C",155,"ENSG00000169169","155.1.1","ENSMUSG00000007783","carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]",1,1
"Creg1","CREG1",156,"ENSG00000143162","156.1.1","ENSMUSG00000040713","cellular repressor of E1A-stimulated genes 1 [Source:MGI Symbol;Acc:MGI:1344382]",1,1
"Crispld2","CRISPLD2",157,"ENSG00000103196","157.1.1","ENSMUSG00000031825","cysteine-rich secretory protein LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1926142]",1,1
"Csnk1a1","CSNK1A1",158,"ENSG00000113712","158.1.1","ENSMUSG00000024576","casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]",1,1
"Csnk2a1","CSNK2A1",159,"ENSG00000101266","159.1.1","ENSMUSG00000074698","casein kinase 2, alpha 1 polypeptide [Source:MGI Symbol;Acc:MGI:88543]",1,1
"Cth","CTH",160,"ENSG00000116761","160.1.1","ENSMUSG00000028179","cystathionine gamma lyase [Source:MGI Symbol;Acc:MGI:1339968]",1,1
"Ctnnal1","CTNNAL1",161,"ENSG00000119326","161.1.1","ENSMUSG00000038816","catenin alpha like 1 [Source:MGI Symbol;Acc:MGI:1859649]",1,1
"Ctnnb1","CTNNB1",162,"ENSG00000168036","162.1.1","ENSMUSG00000006932","catenin beta 1 [Source:MGI Symbol;Acc:MGI:88276]",1,1
"Ctsb","CTSB",163,"ENSG00000164733","163.1.1","ENSMUSG00000021939","cathepsin B [Source:MGI Symbol;Acc:MGI:88561]",1,1
"Ctsd","CTSD",164,"ENSG00000117984","164.1.1","ENSMUSG00000007891","cathepsin D [Source:MGI Symbol;Acc:MGI:88562]",1,1
"Cul4b","CUL4B",165,"ENSG00000158290","165.1.1","ENSMUSG00000031095","cullin 4B [Source:MGI Symbol;Acc:MGI:1919834]",1,1
"Cux1","CUX1",166,"ENSG00000257923","166.1.1","ENSMUSG00000029705","cut-like homeobox 1 [Source:MGI Symbol;Acc:MGI:88568]",1,1
"Cxcr2","CXCR2",168,"ENSG00000180871","168.1.1","ENSMUSG00000026180","C-X-C motif chemokine receptor 2 [Source:MGI Symbol;Acc:MGI:105303]",1,1
"Cyb5r3","CYB5R3",169,"ENSG00000100243","169.1.1","ENSMUSG00000018042","cytochrome b5 reductase 3 [Source:MGI Symbol;Acc:MGI:94893]",1,1
"Cybb","CYBB",170,"ENSG00000165168","170.1.1","ENSMUSG00000015340","cytochrome b-245, beta polypeptide [Source:MGI Symbol;Acc:MGI:88574]",1,1
"Cyp26a1","CYP26A1",171,"ENSG00000095596","171.1.1","ENSMUSG00000024987","cytochrome P450, family 26, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1096359]",1,1
"Dao","DAO",172,"ENSG00000110887","172.1.1","ENSMUSG00000042096","D-amino acid oxidase [Source:MGI Symbol;Acc:MGI:94859]",1,1
"Ddah2","DDAH2",173,"ENSG00000213722","173.1.1","ENSMUSG00000007039","DDAH family member 2, ADMA independent [Source:MGI Symbol;Acc:MGI:1859016]",1,1
