"timepoint","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"1W","HALLMARK_COMPLEMENT",1.71815090073139e-06,5.3692215647856e-06,0.643551836150722,0.409136983258002,1.93841396713547,163,"Mmp14;Timp1;Lgmn;Tfpi2;F7;Casp3;Prcp;Dusp6;Lyn;Lcp2;Src;Lipa;Ctss;Cda;Was;Fcer1g;Gnai2;Ccl5;Plek;Dgkh;Dock10;Plat;Cdk5r1;Pik3r5;Rhog;Ctsh;Timp2;Pik3cg;Fn1;Col4a2;Xpnpep1;Pla2g4a;Lamp2;Ctsb;Gnb4;Csrp1;Lgals3;C1s1;Fyn;Gng2;C1qa;Prkcd;Mmp12;Ctsc;Mmp13;Ppp4c;Kcnip3;C1qc;Serpine1;Lrp1;Plscr1;Gnai3;Sirt6;Zfpm2;Dusp5;Plaur;Gnb2;Anxa5;Itgam"
"1W","HALLMARK_DNA_REPAIR",0.0726532674737879,0.0981800911807944,0.287805130535564,-0.254666207767251,-1.26272149405653,147,"Surf1;Xpc;Mpc2;Zwint;Ak3;Snapc5;Rfc4;Tarbp2;Polr2i;Poll;Eloa;Taf12;Polr2e;Nt5c3;Polr3gl;Sac3d1;Polr2c;Rbx1;Rrm2b;Mrpl40;Ak1;Vps28;Nudt9;Taf6;Polr2f;Nelfcd;Guk1;Polr2g;Adrm1;Polb;Gtf2h3;Rpa2;Polr2k;Ercc8;Polr3c;Cox17;Taf13;Nme3;Upf3b;Polr2j;Gtf2h5;Dguok;Pole4;Rnmt;Itpa;Supt4a;Pde4b;Bcam"
"1W","HALLMARK_E2F_TARGETS",2.07162203548181e-10,1.29476377217613e-09,0.826657301178302,0.451982337818867,2.17575950441104,199,"Cdk4;Racgap1;Melk;Spc25;Tacc3;Mxd3;Cdc20;Bub1b;Kif2c;Trip13;Smc4;Top2a;Diaph3;Tcf19;Stmn1;Ccnb2;Aurkb;Kif4;Hmmr;Cdk1;Dlgap5;Tubb5;Cks2;Cenpe;Chek1;Espl1;Mad2l1;Mki67;Cdca3;Cenpm;Plk1;Cit;Brca1;Hells;Rad51ap1;Cdkn3;Atad2;Mcm6;Depdc1a;Kif18b;Kif22;Cdca8;Birc5;Lig1;Mcm3;Plk4;Rrm2;E2f8;Bard1;Mms22l;Mcm5;Trp53;Tk1;Prdx4;Asf1b;Prim2;Dnmt1;Chek2;Dck;Dscc1;Pole;Donson;Spag5;Lmnb1;Mcm4;Kpna2;Mybl2;Myc;Gins3;Hmgb2;Wdr90"
"1W","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",4.70510642406186e-33,7.8418440401031e-32,1.49547932629977,0.652891821997244,3.1277639872161,187,"Cthrc1;Eln;Mest;Mmp14;Basp1;Cdh11;Sfrp1;Timp1;Efemp2;Postn;Col3a1;Adam12;Col5a1;Lrrc15;Fbn2;Sdc1;Col5a2;P3h1;Lox;Tfpi2;Mmp2;Gpx7;Pmepa1;Igfbp4;Colgalt1;Col6a3;Lum;Bgn;Gja1;Col6a2;Matn2;Loxl1;Col16a1;Fstl1;Bmp1;Itga5;Itgb1;Mgp;Plod1;Serpinh1;Tpm4;Vcan;Col1a1;Glipr1;Vcam1;Tgfb1;Mfap5;Qsox1;Crlf1;Gem;Cald1;Calu;Ppib;Fap;Anpep;Dab2;Htra1;Fbn1;Col5a3;Nid2;Cd44;Plod2;Fbln2;Snai2;Sparc;Col1a2;Eno2;Pdgfrb;Mmp3;Thbs1;Col11a1;Tnc;Thbs2;Col12a1;Dpysl3;Spp1;Col4a1;Pcolce;Gas1;Igfbp2;Ptx3;Flna;Fzd8;Edil3;Fn1;Loxl2;Cdh2;Col4a2;Lamc1;Itgb5;Plod3;Vim;Magee1;Prrx1;Wipf1;Id2;Fbln5;Col8a2;Abi3bp;Thy1;Lgals1;Notch2;Fuca1;Cxcl12;Serpine1;Itgb3;Lrp1;Fstl3;Aplp1;Nt5e;Sat1;Pdlim4;Capg;Plaur;Foxc2"
"1W","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0575757575757576,0.07996632996633,0.231126709673834,0.275004536018029,1.30439694611748,165,"Ccn5;B4galt1;Ugcg;Slc39a6;Tubb2b;Igfbp4;Tsku;Gja1;Zfp185;Muc1;Rab31;Slc1a4;Farp1;Rhod;Gfra1;Rbbp8;Pmaip1;Myof;Cd44;Prss23;Tpbg;Tmem164;Fhl2;Rapgefl1;Olfml3;Mybl1;Frk;Gla;Isg20l2;Endod1;Nbl1;Ret;Kazn;Olfm1;Ccnd1;Elf1;Foxc1;Cxcl12;Myc;Rara;Elovl5;Celsr1;Sec14l2;Abhd2;Slc7a5;Anxa9;Aldh3b1"
"1W","HALLMARK_ESTROGEN_RESPONSE_LATE",0.0127302333028235,0.0227325594693277,0.380730400722792,0.301672765976815,1.42983830638528,164,"Mest;Ccn5;Tfpi2;Igfbp4;Mdk;Kif20a;Rab31;Cdc20;Top2a;Slc1a4;Farp1;Rbbp8;Ptpn6;Myof;Dlg5;Cd44;Prss23;Tpbg;Stil;Rapgefl1;Frk;Plk4;Gla;Slc29a1;Dnajc1;Scube2;Gins2;Ass1;Cxcl14;Nbl1;Serpina3n;Ret;Olfm1;Gper1;Id2;Nab2;Lsr;Cdc6;Ccnd1;Btg3;Foxc1;Cxcl12;Elovl5;Abhd2;Slc7a5;Anxa9;Aldh3b1;Zfp36;Emp2;Ckb;Fos;Egr3;Car12;Batf;St14;Cd9;Flnb;Sema3b;Ugdh;Scnn1a"
"1W","HALLMARK_FATTY_ACID_METABOLISM",2.87229862623386e-28,3.59037328279233e-27,1.38026491759359,-0.652533086924521,-3.24726264105262,145,"Retsat;Hadh;Echs1;Cpt2;Acsl1;Acadm;Hibch;Acss1;Hsdl2;Ech1;Ehhadh;Acox1;Auh;Alad;Inmt;Adipor2;Acaa2;Eci1;Acads;Mdh1;Gcdh;Prdx6;Decr1;Bckdhb;Suclg2;Etfdh;Acadvl;Hadhb;Hmgcl;Idh3g;Adh1;Dlst;Eci2;Ppara;Fh1;Sdha;Sdhd;Gstz1;Pdhb;Hsd17b10;Adsl;Acot2;Kmt5a;Dld;Idh3b;Car4;Hsd17b4;Cpox;Crat;Mdh2;Mlycd;Pdha1;Suclg1;Bphl;Cidea;Cd36;Urod;Sdhc;D2hgdh;Mcee;Acadl;Gpd1;Aco2;Hccs;Aqp7;Reep6;Grhpr;Nbn;Sucla2;Glul;Ldha;Acsm3;G0s2;Eno3;Cbr1;Mgll"
"1W","HALLMARK_G2M_CHECKPOINT",3.99100275202986e-16,3.99100275202986e-15,1.03769615548758,0.515723046801238,2.48015588258729,198,"Cdk4;Marcks;Racgap1;Prc1;Hif1a;Bcl3;Pbk;Tacc3;Nek2;Ccna2;Dbf4;Cdc20;Kif2c;Smc4;Top2a;Tgfb1;Troap;Stmn1;Ccnb2;Aurkb;Ttk;Kif11;Exo1;Kif15;Kif4;Bub1;Cenpf;E2f1;Hmmr;Cdk1;Incenp;Cks2;Uck2;Cenpe;Nsd2;Chek1;Mt2;Espl1;Mad2l1;Mki67;Plk1;Cdkn3;Cenpa;Mcm6;Nusap1;Kif22;Kif20b;Stil;Kif23;Birc5;Smc2;Cdc7;Mcm3;Plk4;Bard1;Knl1;Odf2;Rasal2;Hmgn2;Rad54l;Ube2c;Mcm5;Slc38a1;Gins2;Ndc80;Chaf1a;Prim2;Tpx2;Pole;Lmnb1;Kpna2;Mybl2;Cdc6;Ccnd1;Ccnf;Ss18;Notch2;Sfpq;Tle3;Myc;Traip;Fbxo5"
"1W","HALLMARK_GLYCOLYSIS",0.0244372877045877,0.035726436657121,0.352487857583619,0.280618530138575,1.340972587226,188,"B4galt2;Kdelr3;Col5a1;Sdc1;B4galt1;Ext1;Il13ra1;Chpf;Pdk3;Kif20a;Plod1;Ppfia4;Vcan;Stmn1;Qsox1;Galk2;Hmmr;Cdk1;Tpst1;Gusb;Egfr;Chpf2;Gmppb;Gnpda1;Pgm2;Cd44;Plod2;Eno2;Cenpa;Depdc1a;Tpbg;Galk1;Sdc3;Hs2st1;B4galt7;Srd5a3;Adora2b;Pgam1;Casp6;B4galt4;Cxcr4;Xylt2;Chst5;Artn;Dpysl4;B3galt6;Mertk;Nt5e;Sdc2;Agrn;Me2;Copb2;Capn5;P4ha2;B3gnt3;Ndst3"
"1W","HALLMARK_HEDGEHOG_SIGNALING",0.387978142076503,0.432950191570881,0.0878312634480124,0.295618065307226,1.03536295270609,31,"Cdk6;Nrp2;Cdk5r1;Thy1;Dpysl2;Myh9;Tle3;Celsr1;Pml"
"1W","HALLMARK_HEME_METABOLISM",2.93461991745351e-09,1.63034439858528e-08,0.774939030136436,-0.426697920516849,-2.16136739292841,170,"Mgst3;Alad;Aldh6a1;Pcx;Hagh;Bsg;Fbxo9;Ezh1;Gde1;Abcb6;Gclc;Cpox;Ypel5;Optn;Btrc;Glrx5;Urod;Narf;Map2k3;Isca1;Cat;Eif2ak1;Fn3k;Dcaf11;Fech;Marchf2;Bpgm;Epb41;Slc25a38;Rbm38;Tfdp2;Fbxo7;Tns1;Hmbs;Ppp2r5b;Icam4;Nfe2l1;Rnf123;Tmem9b;Vezf1;Atg4a;Gypc;Mospd1;Xk;Slc6a8;Slc22a4;Uros;Rap1gap;Tfrc;Mxi1;Mark3;Xpo7;Ubac1;Rcl1;Car2;Trak2;Psmd9;Atp6v0a1;Aldh1l1;Ranbp10;Adipor1;Hbb-bt;Nudt4;Foxj2;Ank1;Tmcc2;Abcg2;Clcn3;Tnrc6b;Selenbp2;Ccdc28a;Usp15;Nek7;Gclm;Bcam;Acsl6;Smox;Alas2;Hdgf;Rad23a;Sptb;Dcun1d1;Kat2b;Kdm7a"
"1W","HALLMARK_HYPOXIA",0.00301451763559839,0.0062802450741633,0.431707695803346,0.319206231534249,1.52686653673401,185,"Cdkn1c;Ccn5;Csrp2;Kdelr3;Col5a1;Ext1;Lox;Wsb1;Bgn;Pdk3;Hmox1;Ppfia4;Lxn;Srpx;Egfr;Mt2;Hexa;Pgm2;Eno2;Fosl2;Tpbg;Galk1;Bcan;Sdc3;Tes;Tmem45a;Adora2b;Tgfb3;Casp6;Xpnpep1;Cxcr4;Mt1;Myh9;Hk1;Vhl;Anxa2;Serpine1;Dpysl4;B3galt6;Errfi1;Sdc2;Ndst2;Rbpj;Kdm3a;Plaur;P4ha2;Ampd3;Gcnt2;Sdc4;Atp7a;Zfp36;Ddit4;Kif5a;Igfbp3;Tgfbi;Klf6;Chst2;Nagk;Stc1;Fos;Atf3;Pam;Car12;Has1;Btg1;Ets1;Pfkp;Eno1;Klf7;Pgf;Cdkn1a;Hspa5;Cavin3;Ier3;Plac8;Efna1;Ero1a;Ccn1"
"1W","HALLMARK_IL2_STAT5_SIGNALING",4.05210194738804e-05,0.000101302548684701,0.557332238758646,0.36820520083064,1.76124443779666,185,"Cdkn1c;Ckap4;Praf2;Adam19;Plagl1;Nfkbiz;Gpr65;Tnfrsf1b;Myo1e;Glipr2;Socs1;Enpp1;Muc1;Il3ra;Casp3;Col6a1;Il10ra;Uck2;Snx9;Irf8;Cd44;Cdcp1;Wls;Ahr;Tnfsf11;Igf2r;Tlr7;Spp1;Cxcl10;Emp1;Ctsz;Il1rl1;Il2rb;Cd48;P2rx4;Ncs1;Il4ra;Map6;Traf1;Sh3bgrl2;Cd83;Cdc6;Swap70;Myc;Rhoh;Aplp1;Plscr1;Rgs16;Nt5e;Anxa4;Ttc39b;Ccne1;Capg;Furin;St3gal4;Cyfip1;Cd86;Ifitm3;Itgav;Plpp1;Klf6;Etv4;Ager;Twsg1;Rabgap1l;Prkch;Cd81;Batf;Ltb"
"1W","HALLMARK_IL6_JAK_STAT3_SIGNALING",2.67883805635281e-07,8.9294601878427e-07,0.674962860011025,0.546814013199091,2.25418170491311,75,"Il13ra1;Tnfrsf1b;Socs3;Socs1;Il3ra;Tlr2;Hmox1;Crlf2;Tgfb1;Il2rg;Ifnar1;Cd44;Tnf;Tnfrsf1a;Myd88;Cd14;Il1r1;Osmr;Ccl7;Pik3r5;Cxcl10;Ltbr;Ebi3;Csf3r;Stat3;Ptpn1;Il4ra;Pdgfc;Il17ra;Csf2ra;Stat2;Itgb3;Irf9;Il10rb;Bak1;Stam2"
"1W","HALLMARK_INFLAMMATORY_RESPONSE",3.49596307578455e-14,2.9133025631538e-13,0.965327754226083,0.521374559743278,2.48095929385796,170,"Mmp14;Tlr1;Timp1;Pdpn;Hif1a;Tnfrsf1b;C3ar1;Tnfsf15;Sphk1;Adgre1;Itga5;Tlr2;Aplnr;Il10ra;Ptger4;Lyn;Lcp2;Ifnar1;Cybb;Stab1;Pcdh7;Tpbg;Msr1;Bdkrb1;Tnfaip6;Ahr;Ccl5;Cd14;Il1r1;Ptpre;Gpr132;Osmr;Ccl7;Ereg;Pik3r5;Rhog;Cxcl10;Nlrp3;Lpar1;Adora2b;Slc31a1;Ebi3;Clec5a;Csf3r;Cxcr6;Cx3cl1;P2rx7;Mefv;C5ar1;Il7r;Il2rb;Ccr7;Cd48;Icam1;P2rx4;Il4ra;Tacr1;Ros1;Ccl22;Hbegf;Gpr183;Ly6e;Myc;Serpine1;Itgb3;Bst2;Eif2ak2;Best1;Rgs16;Rgs1;Gnai3;Has2;Plaur;Il18rap;Osm;Sri;Emp3;Ccl2;Gna15;Cd40;Gabbr1;Abi1;Slc7a1;Ptafr;Klf6;Chst2;Abca1;Nfkb1;Tlr3;Pvr;Il1b;Axl;Rasgrp1;Tnfsf9;Fzd5;Lck;Lif;Slc31a2;Cd82;Inhba;Cdkn1a;Irf7;Olr1;Tapbp;Sgms2"
"1W","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.103852596314908,0.129815745393635,0.178219874951973,0.291108505865511,1.2612167643919,95,"Ifi30;Epsti1;Cd74;Ifitm2;Cxcl10;Il4ra;C1s1;Oas1a;Elf1;Stat2;Adar;Dhx58;Ly6e;Mvb12a;Bst2;Eif2ak2;Plscr1;Irf9;Cd47;Oas1g;Casp8;Tent5a;Ifitm3;Parp12;Ncoa7;Mov10;Sp110;Oasl1;Lgals3bp;Trim25;Isg15;Samd9l;Helz2;Tap1;Irf7;Ifi44;Ddx60"
"1W","HALLMARK_INTERFERON_GAMMA_RESPONSE",2.14122266956132e-06,6.29771373400388e-06,0.627256739718528,0.383135378845699,1.83524596160194,190,"Fcgr1;Hif1a;Slamf7;Socs3;Socs1;Casp3;Ifi30;Il10ra;Vcam1;Lcp2;Ptpn6;Mt2;Irf8;Tnfaip6;Myd88;Ccl5;H2-Eb1;Epsti1;Ccl7;Cd74;Ifitm2;Cxcl10;Samhd1;H2-Aa;Ciita;Upp1;Stat3;Rigi;Ripk1;Pla2g4a;Il2rb;Ptpn1;Irf5;Icam1;Il4ra;C1s1;Arid5b;Stat2;Adar;Dhx58;Ly6e;Klrk1;Marchf1;Bst2;Zbp1;Eif2ak2;Plscr1;Irf9;H2-DMa;Casp8;Rnf213;Gpr18;Oas2;St8sia4;Sri;Cd86;H2-M3;Ccl2;Ptgs2;Ifitm3;Parp12;Pml;Cd40;Nfkb1;Lats2;Casp4;Sp110;Oasl1;Lgals3bp;Trim25;Btg1;Pfkp;Mthfd2;Isg15;Stat4;Cfb;Samd9l;Cdkn1a;Helz2;Tap1;Irf7;Tapbp;Ifi44;Ddx60;Il18bp;Mvp;Rapgef6;Tnfaip2;Ifnar2;Nup93;Serping1;Rtp4;Xaf1;Parp14;Vamp8;Casp1;Csf2rb2"
"1W","HALLMARK_KRAS_SIGNALING_DN",0.752052545155993,0.767400556281626,0.0496901392724606,0.195533325810193,0.868933388051113,114,"Copz2;Kcnd1;Akr1b8;Entpd7;Ptprj;Wnt16;Klhdc8a;Hsd11b2;Tnni3;Skil;Bard1;Macroh2a2;Slc29a3;Arhgdig;Mast3;Igfbp2;Mefv;Cd80;Camk1d;Mthfr;Ypel1"
"1W","HALLMARK_KRAS_SIGNALING_UP",0.000414999933864271,0.000943181667873344,0.49849310876659,0.343553580262042,1.64280551449749,180,"Epb41l3;Igf2;Adgra2;Tnfrsf1b;C3ar1;Ephb2;Lat2;Il10ra;Dusp6;Mmp11;Il2rg;Birc3;Adam17;Lcp1;Irf8;Ctss;Clec4a3;Laptm5;Fcer1g;Mafb;Tmem176a;Tlr8;Plat;Ereg;Spp1;Tmem176b;Cxcl10;Emp1;Il33;Dock2;Il7r;Slpi;Serpina3n;Ly96;Gng11;Cxcr4;St6gal1;Prrx1;Adam8;Id2;Tmem158;Ikzf1;Traf1;Prdm1;Csf2ra;Itgb2;Fuca1;Hbegf;Ace;Rgs16;Plau;Plaur;F2rl1;Aldh1a2;Ngf;Vwa5a;Sox9;Itgbl1;Ptgs2;Il1rl2;Tnnt2;Igfbp3;Etv4;Eng;Gpnmb;Rabgap1l;Plvap;Kcnn4;Il1b;Cd37;Mall;Sema3b;Lif;Ets1;Gabra3;Inhba;Cfb;Flt4;Etv5;Prkg2;Ero1a;Ccnd2;Fbxo4;Strn;F13a1"
"1W","HALLMARK_MITOTIC_SPINDLE",7.33906685019007e-09,3.66953342509504e-08,0.761460801445585,0.428715734723679,2.06173033768347,198,"Fscn1;Marcks;Racgap1;Septin9;Prc1;Kntc1;Myo1e;Bcl2l11;Nek2;Kif2c;Smc4;Top2a;Ect2;Arf6;Anln;Prex1;Farp1;Ccnb2;Ttk;Clip2;Kif11;Kif15;Kif4;Bub1;Cenpf;Abr;Cttn;Cdk1;Incenp;Dlgap5;Cenpe;Espl1;Myo9b;Plk1;Nusap1;Kif22;Kif20b;Pif1;Kif23;Birc5;Arfip2;Pkd2;Arhgdia;Rasal2;Dock2;Ndc80;Nedd9;Cep192;Cdk5rap2;Flna;Ccdc88a;Kif3b;Plekhg2;Tpx2;Shroom1;Lmnb1;Wasl;Arl8a;Wasf1;Llgl1;Myh9;Ezr;Notch2;Alms1;Arhgef2;Fbxo5;Cntrob"
"1W","HALLMARK_MTORC1_SIGNALING",0.00713868661888016,0.0132197900349633,0.407017918923954,-0.267326109879704,-1.37578327924423,197,"Adipor2;Gbe1;Sc5d;Hspa9;Sord;Glrx;Hspd1;Nfyc;Ppa1;Tm7sf2;Gclc;Cyb5b;Stip1;Immt;Pgk1;Psph;Ifrd1;Got1;Txnrd1;Egln3;Map2k3;Wars1;Gapdh;Rrp9;Ppp1r15a;Hk2;Psmc2;Tomm40;Gpi1;Ung;Gsr;Ldha;Cacybp;Tpi1;Hspe1;Psmd14;Arpc5l;Nmt1;Hmbs;Psmc6;Nampt;Qdpr;Abcf2;Psmd12;Sqstm1;Acaca;Tfrc;Eef1e1;Tuba4a;Psma3;Cct6a;Tubg1;Pno1;Eif2s2;Cth;Mllt11;Pgm1;Rpa1;Pdk1;Psme3;Aldoa;Insig1;Ccng1;Uchl5;Me1;Psmb5;Scd1;Etf1;Nfkbib;Psmc4;Vldlr;Ube2d3;Cops5;Atp6v1d"
"1W","HALLMARK_MYC_TARGETS_V1",2.44828768664992e-05,6.44286233328927e-05,0.575610261071129,-0.34544000610438,-1.77304590385623,195,"Mrpl9;Hspd1;Got2;Tufm;Xrcc6;Cyc1;Ndufab1;Mrps18b;Pgk1;Ifrd1;Prdx3;Slc25a3;Cct4;Rfc4;Cox5a;Psma1;Ruvbl2;Rrp9;Vdac3;Glo1;Cct7;Nolc1;Stard7;Pwp1;Ldha;C1qbp;Hspe1;Exosc7;Psmd14;Psmb2;Phb2;Psmd7;Psmd1;Cct3;Cct5;Txnl4a;Bub3;Psmc6;Psma6;Pabpc4;Rnps1;Mrpl23;Acp1;Psmd3;Snrpd3;Cnbp;Pold2;G3bp1;Ddx18;Tcp1;Psma2;Eif2s2;Eif3j1;Clns1a;Vdac1;Cct2;Vbp1;Rad23b;Tomm70a;Apex1;Aimp2;Prpf31;Ube2l3;Snrpa1;Hnrnpa2b1;Eif2s1;Etf1;Psmc4;Psmb3;Rsl1d1;Cops5;Nop16;Serbp1;Snrpd2;Eif3b;Hsp90ab1;Psmd8;Hdgf;Ssbp1;Eif3d;Nop56;Eif4e;Ywhae;Psma7"
"1W","HALLMARK_MYC_TARGETS_V2",0.0020541995089902,0.00446565110650043,0.431707695803346,-0.412186684143896,-1.76127226093622,57,"Supv3l1;Sord;Hspd1;Tbrg4;Las1l;Rrp9;Ndufaf4;Dctpp1;Hk2;Grwd1;Ung;Nolc1;Tfb2m;Mybbp1a;Hspe1;Slc29a2;Nop2;Mrto4;Rrp12;Bysl;Ddx18;Rcl1;Exosc5;Pes1;Farsa;Aimp2;Nop16;Mphosph10;Noc4l;Rabepk;Pus1;Utp20;Prmt3;Nop56;Wdr74"
