"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs","Entrez ID","Gene symbol","Gene name","Cancer Cell","Type of senescence","Senescence Effect","Reference","human_gene","mouse_symbol","signature_direction","pig_ensg","pig_symbol","n_pig_orthologs","n_human_inputs","mapped_to_pig_strict_1to1","present_in_step16_counts","included_in_current78_pig_signature","used_for_step19_current78_score"
"GTSE1","Gtse1",1249,"ENSMUSG00000022385","1249.1.1","ENSG00000075218","G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]",1,1,51512,"GTSE1","G2 and S-phase expressed 1","Yes","Stress-induced","Inhibits",30961661,"GTSE1","Gtse1","Up_in_ACLR","ENSSSCG00000000002","GTSE1",1,1,TRUE,TRUE,TRUE,TRUE
"HAS1","Has1",705,"ENSMUSG00000003665","705.1.1","ENSG00000105509","hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]",1,1,3036,"HAS1","hyaluronan synthase 1","No","Stress-induced","Inhibits",31219803,"HAS1","Has1","Up_in_ACLR","ENSSSCG00000003239","HAS1",1,1,TRUE,TRUE,TRUE,TRUE
"HIF1A","Hif1a",1142,"ENSMUSG00000021109","1142.1.1","ENSG00000100644","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]",1,1,3091,"HIF1A","hypoxia inducible factor 1 subunit alpha","Yes","Stress-induced","Inhibits",26057707,"HIF1A","Hif1a","Up_in_ACLR","ENSSSCG00000005096","HIF1A",1,1,TRUE,TRUE,TRUE,TRUE
"HTRA1","Htra1",1044,"ENSMUSG00000006205","1044.1.1","ENSG00000166033","HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]",1,1,5654,"HTRA1","HtrA serine peptidase 1","Yes","Replicative","Induces",23623979,"HTRA1","Htra1","Up_in_ACLR","ENSSSCG00000010703","HTRA1",1,1,TRUE,TRUE,TRUE,TRUE
"ITGB3","Itgb3",352,"ENSMUSG00000020689","352.1.1","ENSG00000259207","integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]",1,1,3690,"ITGB3","integrin subunit beta 3","Yes","Oncogene-induced","Induces",28273461,"ITGB3","Itgb3","Up_in_ACLR","ENSSSCG00000017306","ITGB3",1,1,TRUE,TRUE,TRUE,TRUE
"JUNB","Junb",730,"ENSMUSG00000052837","730.1.1","ENSG00000171223","JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]",1,1,3726,"JUNB","JunB proto-oncogene, AP-1 transcription factor subunit","Yes","Unclear","Induces",18628455,"JUNB","Junb","Up_in_ACLR","ENSSSCG00000013735","JUNB",1,1,TRUE,TRUE,TRUE,TRUE
"KIF20A","Kif20a",142,"ENSMUSG00000003779","142.1.1","ENSG00000112984","kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]",1,1,10112,"KIF20A","kinesin family member 20A","Yes","Stress-induced","Inhibits",25961928,"KIF20A","Kif20a","Up_in_ACLR","ENSSSCG00000014326","KIF20A",1,1,TRUE,TRUE,TRUE,TRUE
"KIF2C","Kif2c",902,"ENSMUSG00000028678","902.1.1","ENSG00000142945","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]",1,1,11004,"KIF2C","kinesin family member 2C","Yes","Unclear","Inhibits",23098759,"KIF2C","Kif2c","Up_in_ACLR","ENSSSCG00000003931","KIF2C",1,1,TRUE,TRUE,TRUE,TRUE
"KIFC1","Kifc1",1387,"ENSMUSG00000079553","1387.1.1","ENSG00000237649","kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]",1,1,3833,"KIFC1","kinesin family member C1","No","Unclear","Inhibits",23318213,"KIFC1","Kifc1","Up_in_ACLR","ENSSSCG00000001510","KIFC1",1,1,TRUE,TRUE,TRUE,TRUE
"LAYN","Layn",491,"ENSMUSG00000060594","491.1.1","ENSG00000204381","layilin [Source:HGNC Symbol;Acc:HGNC:29471]",1,1,143903,"LAYN","layilin","No","Unclear","Induces",21740549,"LAYN","Layn","Up_in_ACLR","ENSSSCG00000015022","LAYN",1,1,TRUE,TRUE,TRUE,TRUE
"LGALS3","Lgals3",390,"ENSMUSG00000050335","390.1.1","ENSG00000131981","galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]",1,1,3958,"LGALS3","galectin 3","Yes","Unclear","Inhibits",24971481,"LGALS3","Lgals3","Up_in_ACLR","ENSSSCG00000005055","LGALS3",1,1,TRUE,TRUE,TRUE,TRUE
"LIMA1","Lima1",948,"ENSMUSG00000023022","948.1.1","ENSG00000050405","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]",1,1,51474,"LIMA1","LIM domain and actin binding 1","No","Replicative","Inhibits",26206181,"LIMA1","Lima1","Up_in_ACLR","ENSSSCG00000032269","LIMA1",1,1,TRUE,TRUE,TRUE,TRUE
"LMNA","Lmna",62,"ENSMUSG00000028063","62.1.1","ENSG00000160789","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]",1,1,4000,"LMNA","lamin A/C","No","Unclear","Unclear",28483909,"LMNA","Lmna","Up_in_ACLR","ENSSSCG00000006496","LMNA",1,1,TRUE,TRUE,TRUE,TRUE
"LOXL2","Loxl2",240,"ENSMUSG00000034205","240.1.1","ENSG00000134013","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]",1,1,4017,"LOXL2","lysyl oxidase like 2","No","Oncogene-induced","Inhibits",24113189,"LOXL2","Loxl2","Up_in_ACLR","ENSSSCG00000033608","LOXL2",1,1,TRUE,TRUE,TRUE,TRUE
"LPAR3","Lpar3",879,"ENSMUSG00000036832","879.1.1","ENSG00000171517","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]",1,1,23566,"LPAR3","lysophosphatidic acid receptor 3","No","Unclear","Inhibits",27641212,"LPAR3","Lpar3","Up_in_ACLR","ENSSSCG00000003756","LPAR3",1,1,TRUE,TRUE,TRUE,TRUE
"MDK","Mdk",546,"ENSMUSG00000027239","546.1.1","ENSG00000110492","midkine [Source:HGNC Symbol;Acc:HGNC:6972]",1,1,4192,"MDK","midkine","No","Stress-induced","Inhibits",31219803,"MDK","Mdk","Up_in_ACLR","ENSSSCG00000013260","MDK",1,1,TRUE,TRUE,TRUE,TRUE
"MSN","Msn",226,"ENSMUSG00000031207","226.1.1","ENSG00000147065","moesin [Source:HGNC Symbol;Acc:HGNC:7373]",1,1,4478,"MSN","moesin","No","Unclear","Inhibits",20376899,"MSN","Msn","Up_in_ACLR","ENSSSCG00000012365","MSN",1,1,TRUE,TRUE,TRUE,TRUE
"NEK2","Nek2",755,"ENSMUSG00000026622","755.1.1","ENSG00000117650","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]",1,1,4751,"NEK2","NIMA related kinase 2","No","Unclear","Inhibits",32264951,"NEK2","Nek2","Up_in_ACLR","ENSSSCG00000015604","NEK2",1,1,TRUE,TRUE,TRUE,TRUE
"NOX4","Nox4",1085,"ENSMUSG00000030562","1085.1.1","ENSG00000086991","NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]",1,1,50507,"NOX4","NADPH oxidase 4","No","Oncogene-induced","Induces",20523116,"NOX4","Nox4","Up_in_ACLR","ENSSSCG00000014927","NOX4",1,1,TRUE,TRUE,TRUE,TRUE
"P3H1","P3h1",217,"ENSMUSG00000028641","217.1.1","ENSG00000117385","prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]",1,1,64175,"P3H1","prolyl 3-hydroxylase 1","No","Replicative","Inhibits",26206181,"P3H1","P3h1","Up_in_ACLR","ENSSSCG00000023920","P3H1",1,1,TRUE,TRUE,TRUE,TRUE
"PIK3R5","Pik3r5",244,"ENSMUSG00000020901","244.1.1","ENSG00000141506","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]",1,1,23533,"PIK3R5","phosphoinositide-3-kinase regulatory subunit 5","No","Unclear","Induces",26583757,"PIK3R5","Pik3r5","Up_in_ACLR","ENSSSCG00000017991","PIK3R5",1,1,TRUE,TRUE,TRUE,TRUE
"PITX1","Pitx1",1230,"ENSMUSG00000021506","1230.1.1","ENSG00000069011","paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]",1,1,5307,"PITX1","paired like homeodomain 1","Yes","Replicative","Induces",31404068,"PITX1","Pitx1","Up_in_ACLR","ENSSSCG00000061433","PITX1",1,1,TRUE,TRUE,TRUE,TRUE
"PLK1","Plk1",862,"ENSMUSG00000030867","862.1.1","ENSG00000166851","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]",1,1,5347,"PLK1","polo like kinase 1","No","Replicative","Inhibits",23525475,"PLK1","Plk1","Up_in_ACLR","ENSSSCG00000026748","PLK1",1,1,TRUE,TRUE,TRUE,TRUE
"RACGAP1","Racgap1",382,"ENSMUSG00000023015","382.1.1","ENSG00000161800","Rac GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9804]",1,1,29127,"RACGAP1","Rac GTPase activating protein 1","Yes","Oncogene-induced","Inhibits",27216196,"RACGAP1","Racgap1","Up_in_ACLR","ENSSSCG00000000217","RACGAP1",1,1,TRUE,TRUE,TRUE,TRUE
"RASSF5","Rassf5",1180,"ENSMUSG00000026430","1180.1.1","ENSG00000266094","Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]",1,1,83593,"RASSF5","Ras association domain family member 5","Yes","Oncogene-induced","Induces",25778922,"RASSF5","Rassf5","Up_in_ACLR","ENSSSCG00000031970","RASSF5",1,1,TRUE,TRUE,TRUE,TRUE
"RUNX1","Runx1",360,"ENSMUSG00000022952","360.1.1","ENSG00000159216","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]",1,1,861,"RUNX1","RUNX family transcription factor 1","No","Unclear","Induces",19448675,"RUNX1","Runx1","Up_in_ACLR","ENSSSCG00000035537","RUNX1",1,1,TRUE,TRUE,TRUE,TRUE
"SDC1","Sdc1",957,"ENSMUSG00000020592","957.1.1","ENSG00000115884","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]",1,1,6382,"SDC1","syndecan 1","Yes","Unclear","Inhibits",25462564,"SDC1","Sdc1","Up_in_ACLR","ENSSSCG00000008601","SDC1",1,1,TRUE,TRUE,TRUE,TRUE
"SERPINE1","Serpine1",911,"ENSMUSG00000037411","911.1.1","ENSG00000106366","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]",1,1,5054,"SERPINE1","serpin family E member 1","No","Replicative","Induces",16862142,"SERPINE1","Serpine1","Up_in_ACLR","ENSSSCG00000025698","SERPINE1",1,1,TRUE,TRUE,TRUE,TRUE
"SFRP1","Sfrp1",598,"ENSMUSG00000031548","598.1.1","ENSG00000104332","secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]",1,1,6422,"SFRP1","secreted frizzled related protein 1","No","Stress-induced","Induces",22927647,"SFRP1","Sfrp1","Up_in_ACLR","ENSSSCG00000025822","SFRP1",1,1,TRUE,TRUE,TRUE,TRUE
"SNAI1","Snai1",610,"ENSMUSG00000042821","610.1.1","ENSG00000124216","snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]",1,1,6615,"SNAI1","snail family transcriptional repressor 1","Yes","Unclear","Inhibits",20397042,"SNAI1","Snai1","Up_in_ACLR","ENSSSCG00000032613","SNAI1",1,1,TRUE,TRUE,TRUE,TRUE
"SOCS1","Socs1",443,"ENSMUSG00000038037","443.1.1","ENSG00000185338","suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]",1,1,8651,"SOCS1","suppressor of cytokine signaling 1","No","Replicative","Induces",20005840,"SOCS1","Socs1","Up_in_ACLR","ENSSSCG00000027855","SOCS1",1,1,TRUE,TRUE,TRUE,TRUE
"SOX4","Sox4",246,"ENSMUSG00000076431","246.1.1","ENSG00000124766","SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]",1,1,6659,"SOX4","SRY-box transcription factor 4","Yes","Stress-induced","Inhibits",27446439,"SOX4","Sox4","Up_in_ACLR","ENSSSCG00000056309","SOX4",1,1,TRUE,TRUE,TRUE,TRUE
"SPARC","Sparc",672,"ENSMUSG00000018593","672.1.1","ENSG00000113140","secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]",1,1,6678,"SPARC","secreted protein acidic and cysteine rich","Yes","Stress-induced","Induces",20164124,"SPARC","Sparc","Up_in_ACLR","ENSSSCG00000017082","SPARC",1,1,TRUE,TRUE,TRUE,TRUE
"SPHK1","Sphk1",1089,"ENSMUSG00000061878","1089.1.1","ENSG00000176170","sphingosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11240]",1,1,8877,"SPHK1","sphingosine kinase 1","No","Replicative","Inhibits",30885289,"SPHK1","Sphk1","Up_in_ACLR","ENSSSCG00000017178","SPHK1",1,1,TRUE,TRUE,TRUE,TRUE
"SRC","Src",280,"ENSMUSG00000027646","280.1.1","ENSG00000197122","SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]",1,1,6714,"SRC","SRC proto-oncogene, non-receptor tyrosine kinase","Yes","Stress-induced","Inhibits",16204065,"SRC","Src","Up_in_ACLR","ENSSSCG00000007334","SRC",1,1,TRUE,TRUE,TRUE,TRUE
"STK32C","Stk32c",582,"ENSMUSG00000015981","582.1.1","ENSG00000165752","serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]",1,1,282974,"STK32C","serine/threonine kinase 32C","No","Unclear","Induces",26583757,"STK32C","Stk32c","Up_in_ACLR","ENSSSCG00000010761","STK32C",1,1,TRUE,TRUE,TRUE,TRUE
"TGFB1I1","Tgfb1i1",72,"ENSMUSG00000030782","72.1.1","ENSG00000140682","transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]",1,1,7041,"TGFB1I1","transforming growth factor beta 1 induced transcript 1","No","Unclear","Induces",9032249,"TGFB1I1","Tgfb1i1","Up_in_ACLR","ENSSSCG00000035952","TGFB1I1",1,1,TRUE,TRUE,TRUE,TRUE
"TGFBR2","Tgfbr2",752,"ENSMUSG00000032440","752.1.1","ENSG00000163513","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]",1,1,7048,"TGFBR2","transforming growth factor beta receptor 2","Yes","Unclear","Unclear",28273461,"TGFBR2","Tgfbr2","Up_in_ACLR","ENSSSCG00000011226","TGFBR2",1,1,TRUE,TRUE,TRUE,TRUE
"TLR2","Tlr2",1346,"ENSMUSG00000027995","1346.1.1","ENSG00000137462","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]",1,1,7097,"TLR2","toll like receptor 2","No","Oncogene-induced","Induces",31183403,"TLR2","Tlr2","Up_in_ACLR","ENSSSCG00000009002","TLR2",1,1,TRUE,TRUE,TRUE,TRUE
"TNFSF15","Tnfsf15",286,"ENSMUSG00000050395","286.1.1","ENSG00000181634","TNF superfamily member 15 [Source:HGNC Symbol;Acc:HGNC:11931]",1,1,9966,"TNFSF15","TNF superfamily member 15","No","Replicative","Induces",20675618,"TNFSF15","Tnfsf15","Up_in_ACLR","ENSSSCG00000059646","TNFSF15",1,1,TRUE,TRUE,TRUE,TRUE
