"category","role","required","source_exact_rel","source_basename_candidates","source_resolved","destination","selection_mode","n_exact_basename_candidates","status","source_size_bytes","copied_size_bytes","source_modified_time","copied_modified_time","md5_copied_file","all_exact_basename_candidates","error_message"
"scripts","Step H2w12 trimmed GSEA running curves script",TRUE,"","L stepH2w12_current78_trimmed_GSEA_running_curves.R | L stepH2w12_current78_trimmed_GSEA_running_curves(3).R","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/scripts/L stepH2w12_current78_trimmed_GSEA_running_curves.R","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/scripts/L stepH2w12_current78_trimmed_GSEA_running_curves.R","exact_basename_search_prefer_primary_root",1,"COPIED",18762,18762,"2026-05-07 16:46:50","2026-05-07 16:46:50","60fb1b1e5615728e7837704d54293c06","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/scripts/L stepH2w12_current78_trimmed_GSEA_running_curves.R",""
"scripts","Step H2w13 trimmed main24 heatmap script with new Step11C names",TRUE,"","M_stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity_step11C_new_names.R | M_stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity_step11C_new_names(1).R","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/scripts/M_stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity_step11C_new_names.R","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/scripts/M_stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity_step11C_new_names.R","exact_basename_search_prefer_primary_root",1,"COPIED",21875,21875,"2026-05-26 22:27:16","2026-05-26 22:27:16","fbaeafab75767af4164d957c83f7f618","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/scripts/M_stepH2w13_current78_trimmed_main24_core_heatmap_sensitivity_step11C_new_names.R",""
"primary_inputs","Fastp command sheet used by H2w1-H2w3",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_command_sheet_18samples.csv","stepH1_fastp_command_sheet_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_command_sheet_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/stepH1_fastp_command_sheet_18samples.csv","exact_relative_path",2,"COPIED",16747,16747,"2026-04-27 21:10:04","2026-04-27 21:10:04","b7efc51316f7e91294ded32e0e6d7dd3","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_command_sheet_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH1_fastp_command_sheet_18samples.csv",""
"primary_inputs","Primary untrimmed pig early count matrix used by H2w8",TRUE,"rebuild_submission/02_pig_early/tables/step16_pig_early_gene_count_matrix.csv","step16_pig_early_gene_count_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_gene_count_matrix.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step16_pig_early_gene_count_matrix.csv","exact_relative_path",2,"COPIED",2524052,2524052,"2026-04-26 10:58:22","2026-04-26 10:58:22","667f7e2922e7a755cc3480701a5eb9df","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step16_pig_early_gene_count_matrix.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early/tables/step16_pig_early_gene_count_matrix.csv",""
"primary_inputs","Primary untrimmed pig early t7 QLF DE table used by G/I",TRUE,"rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t7_vs_CON_QLF.csv","step17_pig_early_DE_t7_vs_CON_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t7_vs_CON_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step17_pig_early_DE_t7_vs_CON_QLF.csv","exact_relative_path",2,"COPIED",3135223,3135223,"2026-04-26 11:44:34","2026-04-26 11:44:34","5462af3c86f718ea357bea0517279ce9","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t7_vs_CON_QLF.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t7_vs_CON_QLF.csv",""
"primary_inputs","Primary untrimmed pig early t28 QLF DE table used by G/I",TRUE,"rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t28_vs_CON_QLF.csv","step17_pig_early_DE_t28_vs_CON_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t28_vs_CON_QLF.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step17_pig_early_DE_t28_vs_CON_QLF.csv","exact_relative_path",2,"COPIED",3126382,3126382,"2026-04-26 11:44:34","2026-04-26 11:44:34","50f1d30e1758ec6267b5b9f39a9f0ae9","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t28_vs_CON_QLF.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early/tables/step17_pig_early_DE_t28_vs_CON_QLF.csv",""
"primary_inputs","Current78 pig signature gene table used by H/J",TRUE,"rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_gene_table.csv","step18_current78_pig_signature_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_gene_table.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step18_current78_pig_signature_gene_table.csv","exact_relative_path",1,"COPIED",22937,22937,"2026-05-06 16:54:44","2026-05-06 16:54:44","3cf730670f204973796af4ae76ca4d0f","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_gene_table.csv",""
"primary_inputs","Current78 pig signature validation table used by J",TRUE,"rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_validation_table.csv","step18_current78_pig_signature_validation_table.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_validation_table.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step18_current78_pig_signature_validation_table.csv","exact_relative_path",1,"COPIED",15187,15187,"2026-05-06 16:54:44","2026-05-06 16:54:44","6f6089165f1cf0f7a0018d6aaedf2774","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step18_current78_pig_early_signature_remap/step18_current78_pig_signature_validation_table.csv",""
"primary_inputs","Primary Step19 untrimmed signature score file audited by H2w8",TRUE,"rebuild_submission/02_pig_early/tables/step19_current78_pig_signature_score/step19_current78_pig_signature_scores_by_sample.csv","step19_current78_pig_signature_scores_by_sample.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step19_current78_pig_signature_score/step19_current78_pig_signature_scores_by_sample.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step19_current78_pig_signature_scores_by_sample.csv","exact_relative_path",1,"COPIED",2795,2795,"2026-05-15 15:29:36","2026-05-15 15:29:36","b28a2c0d604ef5c6935048426d2ec5a7","E:/R/ACLsenescence2/rebuild_submission/02_pig_early/tables/step19_current78_pig_signature_score/step19_current78_pig_signature_scores_by_sample.csv",""
"primary_inputs","Mouse Step11C persistent CellAge overlap full table used by M",TRUE,"rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_persistent_CellAge_overlap_genes.csv","step11C_persistent_CellAge_overlap_genes.csv","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_persistent_CellAge_overlap_genes.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step11C_persistent_CellAge_overlap_genes.csv","exact_relative_path",1,"COPIED",17628,17628,"2026-05-23 17:50:02","2026-05-23 17:50:02","f625154a241890e1286bd6cf2bdef0c8","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_persistent_CellAge_overlap_genes.csv",""
"primary_inputs","Mouse Step11C persistent CellAge overlap compact table",FALSE,"rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_persistent_CellAge_overlap_genes_compact.csv","step11C_persistent_CellAge_overlap_genes_compact.csv","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_persistent_CellAge_overlap_genes_compact.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/metadata/primary_inputs_used/step11C_persistent_CellAge_overlap_genes_compact.csv","exact_relative_path",1,"COPIED",11303,11303,"2026-05-23 17:50:02","2026-05-23 17:50:02","21ee2a24ba8cbf9d5a3dbec0349885bb","E:/R/ACLsenescence2/rebuild_submission/02_mouse_discovery/07_tables/step11C_intersect_current_gorth_mapping_with_CellAge_clean/step11C_persistent_CellAge_overlap_genes_compact.csv",""
"fastp_qc","H2w1 smoke test summary",FALSE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w1_wsl_fastp_smoke_test_summary.csv","stepH2w1_wsl_fastp_smoke_test_summary.csv","","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w1_wsl_fastp_smoke_test_summary.csv","not_found",0,"NOT_FOUND",NA,NA,NA,NA,NA,"",""
"fastp_qc","H2w1 smoke test file check",FALSE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w1_wsl_fastp_smoke_test_file_check.csv","stepH2w1_wsl_fastp_smoke_test_file_check.csv","","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w1_wsl_fastp_smoke_test_file_check.csv","not_found",0,"NOT_FOUND",NA,NA,NA,NA,NA,"",""
"fastp_qc","H2w2 batch trimming status",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_status_18samples.csv","stepH2w2_v3_fastp_batch_status_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_status_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w2_v3_fastp_batch_status_18samples.csv","exact_relative_path",2,"COPIED",17559,17559,"2026-04-28 12:04:20","2026-04-28 12:04:20","3327847a6c10a1544963db36a1324796","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_status_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_status_18samples.csv",""
"fastp_qc","H2w2 batch trimming summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_summary.csv","stepH2w2_v3_fastp_batch_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w2_v3_fastp_batch_summary.csv","exact_relative_path",2,"COPIED",1490,1490,"2026-04-28 12:04:20","2026-04-28 12:04:20","ad315068477f80602869e5869f446072","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w2_v3_fastp_batch_summary.csv",""
"fastp_qc","H2w3 fastp trimmed output QC summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_trimmed_output_qc_summary_18samples.csv","stepH2w3_fastp_trimmed_output_qc_summary_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_trimmed_output_qc_summary_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w3_fastp_trimmed_output_qc_summary_18samples.csv","exact_relative_path",2,"COPIED",16501,16501,"2026-04-28 12:36:48","2026-04-28 12:36:48","e2535612a1ac69968d515eb9a17bbb93","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_trimmed_output_qc_summary_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_trimmed_output_qc_summary_18samples.csv",""
"fastp_qc","H2w3 trimmed FASTQ manifest for alignment",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_trimmed_fastq_manifest_for_alignment_18samples.csv","stepH2w3_trimmed_fastq_manifest_for_alignment_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_trimmed_fastq_manifest_for_alignment_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w3_trimmed_fastq_manifest_for_alignment_18samples.csv","exact_relative_path",2,"COPIED",8903,8903,"2026-04-28 12:36:48","2026-04-28 12:36:48","7960ed3f25f36b56e3d12f8da9ee6717","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_trimmed_fastq_manifest_for_alignment_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_trimmed_fastq_manifest_for_alignment_18samples.csv",""
"fastp_qc","H2w3 fastp QC overall summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_qc_overall_summary.csv","stepH2w3_fastp_qc_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_qc_overall_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/01_fastp_qc_and_trimming/stepH2w3_fastp_qc_overall_summary.csv","exact_relative_path",2,"COPIED",1702,1702,"2026-04-28 12:36:48","2026-04-28 12:36:48","e967ce37fb391f4aa6d1dd7975932878","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_qc_overall_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w3_fastp_qc_overall_summary.csv",""
"alignment_featureCounts","H2w4 trimmed Rsubread alignment status",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_status_18samples.csv","stepH2w4_v2_trimmed_alignment_status_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_status_18samples.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w4_v2_trimmed_alignment_status_18samples.csv","exact_relative_path",2,"COPIED",11584,11584,"2026-04-28 15:58:28","2026-04-28 15:58:28","f5897f73be7b27944ad2bec6a26cebb2","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_status_18samples.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_status_18samples.csv",""
"alignment_featureCounts","H2w4 trimmed Rsubread alignment summary",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_summary.csv","stepH2w4_v2_trimmed_alignment_summary.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_summary.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w4_v2_trimmed_alignment_summary.csv","exact_relative_path",2,"COPIED",1524,1524,"2026-04-28 15:58:28","2026-04-28 15:58:28","d9fab8575b8f504fc2c423455d348d10","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_summary.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_trimmed_alignment_summary.csv",""
"alignment_featureCounts","H2w4 Rsubread index candidate audit",TRUE,"rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_rsubread_index_candidates.csv","stepH2w4_v2_rsubread_index_candidates.csv","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_rsubread_index_candidates.csv","E:/R/ACLsenescence2/rebuild_submission/submission/early pig fastp sensitivity check/tables/02_trimmed_alignment_featureCounts/stepH2w4_v2_rsubread_index_candidates.csv","exact_relative_path",2,"COPIED",248,248,"2026-04-28 12:43:14","2026-04-28 12:43:14","b73ecc19aa9037e91d1323da7621a8c5","E:/R/ACLsenescence2/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_rsubread_index_candidates.csv | E:/R/ACLsenescence2 LD/rebuild_submission/02_pig_early_fastp_sensitivity/tables/stepH2w4_v2_rsubread_index_candidates.csv",""
