"gene_id","gene_symbol","logFC","PValue","FDR","rank_statistic"
"ENSSSCG00000003468","PLEKHM2",0.363446519773968,5.41320345759539e-06,0.00043556630949579,5.26654564945606
"ENSSSCG00000039324","FLII",0.272114286403661,5.60464584336122e-06,0.000446552805086205,5.25145182519807
"ENSSSCG00000025564","GAS2L1",0.584797304165503,5.84065429836538e-06,0.000457461409198708,5.23353849839229
"ENSSSCG00000022162","RAB11FIP5",0.357949239839029,5.84309718637518e-06,0.000457461409198708,5.23335689014781
"ENSSSCG00000007719","ENSSSCG00000007719",0.532015665780226,5.84412270308701e-06,0.000457461409198708,5.23328067420349
"ENSSSCG00000014007","FLT4",1.90321773078354,5.96344974614741e-06,0.000464278738885195,5.22450243618427
"ENSSSCG00000025228","TRAF3IP1",0.541054964556613,6.24495666786471e-06,0.00047758042686586,5.20447057073621
"ENSSSCG00000034768","CYTH3",0.576604684519169,6.26693749063719e-06,0.00047758042686586,5.20294463713452
"ENSSSCG00000025174","WDFY1",0.655256825260565,6.40879930014877e-06,0.000483100026600815,5.19322332869721
"ENSSSCG00000012066","KCNJ15",2.25455159586643,6.43999202300607e-06,0.000483100026600815,5.19111467058531
"ENSSSCG00000013435","MBD3",0.408724617998452,6.99995988737179e-06,0.000519692898236165,5.15490444866331
"ENSSSCG00000000262","SPRYD3",0.474998793259113,7.10976343888615e-06,0.000520961153735968,5.14814484918522
"ENSSSCG00000035212","KLF6",0.736428494517091,7.21327812225363e-06,0.000524711337347571,5.14186732240145
"ENSSSCG00000038453","SYNPO",1.10940218357783,7.35545705903235e-06,0.000532365065433382,5.13339033557434
"ENSSSCG00000030165","MAFF",1.20534422688051,7.63021935658901e-06,0.00054675646464155,5.11746297659469
"ENSSSCG00000002654","FBXO31",0.406625030608278,8.04124848417494e-06,0.000570532521761437,5.09467651745876
"ENSSSCG00000000999","ENSSSCG00000000999",0.461044494293953,8.13913418413233e-06,0.000571843656849063,5.08942179155464
"ENSSSCG00000036083","ENSSSCG00000036083",0.758809167429751,8.25625732362338e-06,0.000576184497209987,5.08321677980502
"ENSSSCG00000021821","MYO1C",0.545854940164354,8.2809269542781e-06,0.000576184497209987,5.08192104623499
"ENSSSCG00000036595","ZGPAT",0.380592618258839,8.4517225253379e-06,0.000585241151598278,5.07305476951049
"ENSSSCG00000008101","FBLN7",1.59161423501545,8.57113026470748e-06,0.000587857091440866,5.06696190440597
"ENSSSCG00000060177","ALOX12",1.11511645288855,8.65928668131094e-06,0.000588300500334535,5.06251788201612
"ENSSSCG00000017624","CUEDC1",0.657142789640134,8.7546197092167e-06,0.000589867941948769,5.05776271443214
"ENSSSCG00000016035","COL5A2",1.04050524512756,8.81552746663743e-06,0.000589867941948769,5.05475169709164
"ENSSSCG00000035993","C1QTNF2",0.779135629497118,8.84617617586156e-06,0.000589867941948769,5.05324441569639
"ENSSSCG00000003113","C5AR2",0.49442637250755,9.07785560835592e-06,0.000599763093243809,5.04201672939147
"ENSSSCG00000013238","SLC39A13",0.506716926292952,9.27051944654255e-06,0.000608732175600714,5.03289593074798
"ENSSSCG00000005680","PRRX2",0.98337447540483,9.2981377929707e-06,0.000608732175600714,5.03160402211471
"ENSSSCG00000023907","AFAP1",0.604578714212052,9.37712180370181e-06,0.00061112527302587,5.0279304427067
"ENSSSCG00000017218","CDR2L",0.525114261295266,9.53098483637865e-06,0.000618354840533161,5.02086222140716
"ENSSSCG00000029189","DCHS1",0.671639631995803,9.68144457102249e-06,0.000622707096187329,5.01405983665684
"ENSSSCG00000000258","RARG",0.454352725088924,9.92733192238202e-06,0.000629689337081555,5.00316745715252
"ENSSSCG00000004058","EZR",0.7754597831048,9.99567847420579e-06,0.000629689337081555,5.00018772204579
"ENSSSCG00000016794","MYO10",0.50492628446262,1.00118907110173e-05,0.000629689337081555,4.9994838997611
"ENSSSCG00000054880","C1QTNF5",1.50900702244441,1.01961557294962e-05,0.000634246912003278,4.99156354001874
"ENSSSCG00000036787","APOLD1",1.17953321080714,1.06980494342486e-05,0.000647411789922197,4.97069539961993
"ENSSSCG00000012108","WWC3",0.646252170146462,1.08553089543835e-05,0.000649603300806627,4.96435781152099
"ENSSSCG00000025531","SSPN",0.977792919285419,1.08599473056973e-05,0.000649603300806627,4.9641722820124
"ENSSSCG00000003637","MAP7D1",0.43702538064549,1.09106947470178e-05,0.000649603300806627,4.96214759449052
"ENSSSCG00000002257","MCTP2",1.09042416880511,1.09146704710966e-05,0.000649603300806627,4.96198937170425
"ENSSSCG00000024669","NBL1",0.506076662355335,1.10159401088611e-05,0.000652932450156074,4.95797843390417
"ENSSSCG00000024000","ENSSSCG00000024000",1.34478057831214,1.13134673145365e-05,0.000665093345841915,4.94640427351885
"ENSSSCG00000016379","HDLBP",0.398140993026048,1.14526422308825e-05,0.000670538235981304,4.94109430599555
"ENSSSCG00000022998","PKIG",1.2446905655909,1.16662169614425e-05,0.000679336536831596,4.93306995107752
"ENSSSCG00000039318","HS3ST3B1",1.37706437072083,1.17259310207199e-05,0.000679336536831596,4.93085266493622
"ENSSSCG00000003566","NUDC",0.357006068227901,1.17650203103118e-05,0.000679336536831596,4.92940731875156
"ENSSSCG00000015426","RELN",2.13170984363941,1.17915805184961e-05,0.000679336536831596,4.92842797909008
"ENSSSCG00000028022","COL6A2",0.698963268371935,1.19068216510985e-05,0.000683242837612638,4.92420415149821
"ENSSSCG00000005608","ANGPTL2",1.10957629791093,1.1962711568957e-05,0.000683725931459077,4.92217036834421
"ENSSSCG00000023272","ILK",0.358829031638379,1.21604971803727e-05,0.000691063862820247,4.91504866862592
"ENSSSCG00000053658","NREP",1.87031142689442,1.21870597206376e-05,0.000691063862820247,4.91410106067609
"ENSSSCG00000021862","PTGER2",1.23131903212722,1.22709114002593e-05,0.000693089948619352,4.91112317961988
"ENSSSCG00000021475","SLC4A2",0.379615172785695,1.24338447756497e-05,0.000694408771376966,4.90539455867444
"ENSSSCG00000020701","TTC9",2.08646452661739,1.24529518327492e-05,0.000694408771376966,4.90472769172288
"ENSSSCG00000016991","DUSP1",1.00784876899624,1.24871118368836e-05,0.000694408771376966,4.90353799864341
"ENSSSCG00000008340","ANTXR1",1.15163013435601,1.26172437074941e-05,0.000696465346696561,4.8990355082746
"ENSSSCG00000026224","ARHGAP31",0.421237388432189,1.26208050744847e-05,0.000696465346696561,4.89891294079281
"ENSSSCG00000032022","C15orf62",0.885325213964294,1.26696053631432e-05,0.000696489794066227,4.89723691244714
"ENSSSCG00000009934","KCTD10",0.646657192009704,1.29088752816271e-05,0.000697496282957412,4.88911159508924
"ENSSSCG00000038713","CRIP2",0.568965654884639,1.29135454986235e-05,0.000697496282957412,4.88895450296296
"ENSSSCG00000044542","ENSSSCG00000044542",0.732841470416109,1.298127747288e-05,0.000697496282957412,4.88668256700228
"ENSSSCG00000057215","ENSSSCG00000057215",1.8143373082366,1.30441675758812e-05,0.000697496282957412,4.88458363053359
"ENSSSCG00000012546","NRK",1.90871611964825,1.30556038051155e-05,0.000697496282957412,4.88420303780765
"ENSSSCG00000004506","CTIF",0.510166375981885,1.31237584309837e-05,0.000697496282957412,4.88194177227078
"ENSSSCG00000008274","DCTN1",0.307485115027196,1.32608678097467e-05,0.000699620069830704,4.87742805416261
"ENSSSCG00000033526","BAG2",0.804576048068342,1.37004169547314e-05,0.000712470030483631,4.86326621544333
"ENSSSCG00000013270","CRY2",0.659456382130832,1.37136806220478e-05,0.000712470030483631,4.86284596903846
"ENSSSCG00000012050","RCAN1",1.25257743174919,1.42067870459031e-05,0.000730742129375974,4.84750412939193
"ENSSSCG00000004191","MOXD1",1.22145822788601,1.42566505835346e-05,0.000730742129375974,4.84598249439641
"ENSSSCG00000010181","C1orf198",0.444099659626063,1.4608033790314e-05,0.000737869790666205,4.83540823522804
"ENSSSCG00000008986","SEPTIN11",0.654137135178875,1.4620240654818e-05,0.000737869790666205,4.83504547866411
"ENSSSCG00000005510","PHF19",0.690894909394422,1.46210117753124e-05,0.000737869790666205,4.83502257312158
"ENSSSCG00000035223","ENSSSCG00000035223",0.989198847094781,1.46518614268232e-05,0.000737869790666205,4.8341071974229
"ENSSSCG00000011131","PRKCQ",1.52102279319553,1.50231440774371e-05,0.000744317169282842,4.82323916769211
"ENSSSCG00000008601","SDC1",1.91024306892836,1.57990242817792e-05,0.000773990975273692,4.80136973343317
"ENSSSCG00000029391","PLSCR3",0.618258623050106,1.61609658308568e-05,0.000782992172396184,4.79153268796259
"ENSSSCG00000007648","GAL3ST4",1.48013882515542,1.62002129677194e-05,0.000782992172396184,4.7904792761921
"ENSSSCG00000016763","GLI3",0.785312894828711,1.62712229956258e-05,0.000783794062896317,4.78857980291501
"ENSSSCG00000003857","ZYG11B",0.47079040825951,1.63971669939494e-05,0.000785613251783611,4.78523118031669
"ENSSSCG00000008072","ASPN",2.14566064975422,1.65314703325005e-05,0.0007884197589371,4.78168851794134
"ENSSSCG00000000602","RERG",0.854377359312782,1.67556820391605e-05,0.000792857039070594,4.77583788953475
"ENSSSCG00000020744","DUSP3",0.570395308647427,1.68915903328914e-05,0.000792857039070594,4.77232945994439
"ENSSSCG00000039575","PALM",0.516446684674752,1.70300364861016e-05,0.000792857039070594,4.76878442157964
"ENSSSCG00000037451","PPFIA1",0.297920767024516,1.70502245466592e-05,0.000792857039070594,4.76826989709771
"ENSSSCG00000009876","DDX54",0.361500535155095,1.71199430084673e-05,0.000792857039070594,4.76649768540357
"ENSSSCG00000032422","ENSSSCG00000032422",0.796288973769925,1.73374542341098e-05,0.000797799850906975,4.76101467232961
"ENSSSCG00000039094","PLEC",0.452796713112144,1.76891944261195e-05,0.000811393208023565,4.75229194460623
"ENSSSCG00000038514","DDAH2",0.658747159521373,1.78511684472414e-05,0.000816223425859106,4.74833335190017
"ENSSSCG00000022176","ENSSSCG00000022176",0.59703166457011,1.80828902733259e-05,0.000824202115844028,4.74273215298473
"ENSSSCG00000010169","SIPA1L2",1.24158569207497,1.82417277092054e-05,0.000827561392767621,4.7389340311918
"ENSSSCG00000038491","MEX3B",1.08485343114095,1.82942976187042e-05,0.000827561392767621,4.73768425992302
"ENSSSCG00000024678","MEGF6",2.44541375239088,1.83864226678913e-05,0.000827561392767621,4.73550276052395
"ENSSSCG00000006174","JPH1",1.32834669581603,1.89955376844964e-05,0.000849666861086342,4.72134840886868
"ENSSSCG00000026006","KLF13",0.541482942235449,1.90696543254948e-05,0.000850337216870609,4.71965717931324
"ENSSSCG00000009825","PPTC7",0.611638605790078,1.91286022541191e-05,0.000850337216870609,4.71831676314055
"ENSSSCG00000035941","DSEL",1.04908075025116,1.92488885952601e-05,0.000853051515192404,4.71559434100639
"ENSSSCG00000036326","LATS2",0.43427402162891,1.94620588772779e-05,0.000854683161588035,4.71081121793494
"ENSSSCG00000009357","SMAD9",0.548779416747496,1.94637281816896e-05,0.000854683161588035,4.71077396912125
"ENSSSCG00000012564","MID2",0.867392910071542,1.99045720504969e-05,0.000871384654234976,4.70104715533714
"ENSSSCG00000015982","HOXD9",0.79474204544189,2.01576606411237e-05,0.000877132284634756,4.69555987052027
"ENSSSCG00000026268","DLG5",0.394431208222419,2.08312880002451e-05,0.000901000123325917,4.68128387675865
"ENSSSCG00000012857","CARS1",0.47027712970343,2.10227257728846e-05,0.000903851699423455,4.6773109747314
"ENSSSCG00000006105","GEM",0.788149191533144,2.14236500221714e-05,0.000914154671533669,4.6691065349307
"ENSSSCG00000010604","SH3PXD2A",0.714831988251211,2.1452772268165e-05,0.000914154671533669,4.66851657746667
"ENSSSCG00000026618","CAVIN2",1.10325521900026,2.18375471865656e-05,0.000927805876484082,4.66079614358461
"ENSSSCG00000029539","RAB23",1.05203582762751,2.24682057264251e-05,0.000943468125590962,4.6484316082318
"ENSSSCG00000021843","SYT5",1.07354544964711,2.26173587611772e-05,0.00094697040185243,4.64555811304544
"ENSSSCG00000036135","COL1A1",1.62614884593453,2.30839532924669e-05,0.00095850517041941,4.63668981310382
"ENSSSCG00000058255","ENSSSCG00000058255",1.15140366393501,2.33845660759514e-05,0.00096506563092243,4.63107068444987
"ENSSSCG00000005614","NIBAN2",0.501328529075727,2.45071885060803e-05,0.00100277567060532,4.61070650867166
"ENSSSCG00000058057","LBH",0.880985091221809,2.49459107378106e-05,0.00101457991141136,4.60300063599478
"ENSSSCG00000003554","SELENON",0.544618452093761,2.50070033014672e-05,0.00101457991141136,4.6019383485579
"ENSSSCG00000003155","PPP1R15A",1.26870579439968,2.51927755302305e-05,0.00101924591562334,4.59872398291631
"ENSSSCG00000007950","ADCY9",0.334461832258187,2.53851460849577e-05,0.00102415198616707,4.59542033299964
"ENSSSCG00000000936","SLC6A15",1.74924021534474,2.5930600185325e-05,0.00104323585047272,4.58618743100704
"ENSSSCG00000025582","PXDC1",0.608906381502426,2.63037260038337e-05,0.00105529962571927,4.57998272800116
"ENSSSCG00000032235","ARFGAP1",0.356909026990243,2.69609428780052e-05,0.00106019626366915,4.56926492372595
"ENSSSCG00000029411","CAPN2",0.51110982473888,2.6992190330252e-05,0.00106019626366915,4.56876187239993
"ENSSSCG00000005970","SQLE",1.30324338004001,2.70479442367132e-05,0.00106019626366915,4.56786573760286
"ENSSSCG00000004825","CHSY1",0.476158083048032,2.70961847226604e-05,0.00106019626366915,4.56709185564012
"ENSSSCG00000026516","EPHB3",0.874109002677381,2.70975323605701e-05,0.00106019626366915,4.56707025639433
"ENSSSCG00000022839","IFFO2",0.873547791642713,2.72977444079339e-05,0.00106262003434452,4.56387323690276
"ENSSSCG00000031392","UBE2E2",0.499852324104037,2.76936671126954e-05,0.00107133962768248,4.55761953246825
"ENSSSCG00000023653","GLIS2",0.53904046218902,2.77448921145293e-05,0.00107133962768248,4.55681695959214
"ENSSSCG00000015311","CYP51A1",0.761982472702756,2.81106610396678e-05,0.00107967426921156,4.55112894156778
"ENSSSCG00000021363","CHD3",0.520300114627802,2.90840109713887e-05,0.00110130935466109,4.53634570019883
"ENSSSCG00000001595","DAAM2",0.679372586217665,2.93401365746493e-05,0.00110542081128135,4.53253786890179
"ENSSSCG00000036091","MORC4",0.479553783505573,2.94717483532625e-05,0.00110542081128135,4.53059409972348
"ENSSSCG00000027675","FOXP1",0.384915090573096,3.01586344659074e-05,0.00112241553543273,4.52058832650741
"ENSSSCG00000001498","BEND6",0.825027694935686,3.03945443913253e-05,0.00112249390479041,4.51720436222579
"ENSSSCG00000013269","MAPK8IP1",0.486768176833834,3.05650509460477e-05,0.00112303170606103,4.51477487598842
"ENSSSCG00000028373","ENO2",1.31820363226154,3.0902699538081e-05,0.00112923535452853,4.5100035806631
"ENSSSCG00000023328","GPM6A",2.03745105997844,3.09691012316025e-05,0.00112923535452853,4.50907139831837
"ENSSSCG00000039854","TLCD4",2.25964534698055,3.16077564057163e-05,0.00114671666375701,4.5002063303293
"ENSSSCG00000027348","ENSSSCG00000027348",0.827679436039063,3.18634268526611e-05,0.00115308778130371,4.49670751845428
"ENSSSCG00000001499","DST",0.602234844802297,3.22359597193049e-05,0.00116073631959287,4.49165939557561
"ENSSSCG00000017508","STAC2",1.83575485738618,3.25271906039522e-05,0.00116830206052051,4.48775344541443
"ENSSSCG00000021460","NYX",1.90025947353917,3.38109605719697e-05,0.00120698801963162,4.47094249071959
"ENSSSCG00000021443","SGK1",0.822864433999599,3.38830805670507e-05,0.00120698801963162,4.47001711155115
"ENSSSCG00000017804","ABR",0.324984758760727,3.39389204541016e-05,0.00120698801963162,4.46930197605143
"ENSSSCG00000031738","COL24A1",2.45210275543283,3.41301706067966e-05,0.00120780552149801,4.46686154080413
"ENSSSCG00000028239","FBXL7",0.539546162801356,3.42853527011687e-05,0.00121032336998758,4.46489137849018
"ENSSSCG00000000549","PPFIBP1",0.527925564777324,3.46794579074738e-05,0.00121587184783783,4.45992769982422
"ENSSSCG00000029313","ITGB1BP1",0.486728247505027,3.48734633128909e-05,0.00121913226236788,4.45750492033298
"ENSSSCG00000006066","RNF19A",0.44211988054166,3.52154175010094e-05,0.00122451330012713,4.45326715840583
"ENSSSCG00000010585","ACTR1A",0.424125852298232,3.52475781239083e-05,0.00122451330012713,4.45287071820611
"ENSSSCG00000006468","HDGF",0.295666803713676,3.60615133391037e-05,0.00124482761823762,4.44295605185013
"ENSSSCG00000024001","PLXNA1",0.432628738803248,3.61270530044661e-05,0.00124482761823762,4.44216746373224
"ENSSSCG00000022506","COL6A1",0.62832343564919,3.64584308959429e-05,0.00125324768542784,4.43820202651751
