"gene_id","GSM7140486_CON1_synovium","GSM7140487_ACLT1_synovium","GSM7140488_ACLT2_synovium","GSM7140489_ACLT3_synovium","GSM7140490_ACLT4_synovium","GSM7140491_CON2_synovium","GSM7140492_ACLT5_synovium","GSM7140493_ACLT6_synovium","GSM7140494_ACLT7_synovium","GSM7140495_CON3_synovium","GSM7140496_ACLT8_synovium","GSM7140497_ACLT9_synovium","GSM7140498_ACLT10_synovium","GSM7140499_ACLT11_synovium","GSM7140500_CON4_synovium","GSM7140501_ACLT12_synovium","GSM7140502_CON5_synovium","GSM7140507_CON6_synovium","GSM7140511_CON7_synovium","GSM7140516_CON8_synovium","GSM7140518_CON9_synovium","GSM7140523_CON10_synovium","GSM7140527_CON11_synovium","GSM7140532_CON12_synovium"
"ENSSSCG00000000076",8.82558,11.455827,10.911844,6.314574,9.28669,8.345039,10.202109,8.410743,12.60547,10.029805,8.962351,9.527115,13.012106,5.108334,8.736404,8.223173,6.427624,8.738822,8.656526,8.869886,7.248957,7.487476,8.80036,8.248642
"ENSSSCG00000000077",29.352654,20.654445,20.159009,19.406799,18.917084,23.061866,19.163235,14.150165,25.002361,25.72684,16.593562,13.182423,24.454949,18.329184,21.363166,10.727197,20.211521,24.796714,26.169121,20.003471,23.114061,21.447822,21.855875,24.523818
"ENSSSCG00000000078",60.19621,39.465374,50.14461,34.136467,34.209243,46.364359,40.164634,30.745401,55.97672,52.318662,41.463788,39.746893,64.857712,35.472274,38.314604,36.57922,34.13826,42.355815,49.989117,46.787247,43.916164,49.886387,29.073353,46.426566
"ENSSSCG00000000079",0.802306,0.366664,0.541245,0.338844,0.209018,0.527663,0.524691,0.288914,0.225346,0.723952,0.256037,0.297132,0.627436,0.140238,0.666445,0.306927,0.231678,0.63074,0.385495,0.437474,0.485029,0.431488,0.443464,0.691949
"ENSSSCG00000000080",0.5278,0.597607,0.503257,0.189244,0.192667,0.099718,0.794642,0.217575,0.265311,0.371222,0.413806,0,0,0,0.50007,0,0.265441,0.107556,0.218631,0.181822,0.552875,0.064647,0,0
"ENSSSCG00000000081",0,0,0,0.119648,0,0,0,0,0,0,0.257357,0,0,0,0.25497,0,0,0.137123,0,0,0,0,0,0.092248
"ENSSSCG00000000082",0.361685,0,0.075073,0.021333,0,0.116975,0,0,0.241728,0,0,0.159372,0.04551,0,0.045176,0,0,0.874562,0.062188,0.091516,0.021868,0.086186,0,0.24762
"ENSSSCG00000000087",16.987644,15.121545,18.142278,15.001678,14.788714,15.634302,19.014969,12.919607,22.253383,23.981363,16.002168,21.18147,23.306511,12.204802,18.51195,13.330094,12.476418,15.307237,21.169056,13.265137,15.308817,17.991151,11.83468,18.970508
"ENSSSCG00000000091",10.181726,5.40053,4.560474,4.09522,4.684908,4.827558,5.177453,3.617953,4.686337,8.967958,4.344721,5.222909,7.317444,0,7.632624,6.890868,6.807299,4.567569,9.905416,8.502609,6.443897,10.299379,5.936755,7.174426
"ENSSSCG00000000092",4.905213,3.682993,3.345512,3.431602,1.541614,4.367447,4.56454,3.403408,6.443072,4.20072,2.703306,5.016047,3.550164,4.806937,7.255077,1.89511,3.586164,4.308167,4.655469,4.10385,4.176912,3.218911,1.613385,2.218539
"ENSSSCG00000000093",21.162436,16.65034,14.534117,11.31646,11.577977,15.087823,12.906744,11.515116,14.42846,16.472506,15.348427,19.471142,18.434974,7.758661,15.427892,16.36756,15.785695,14.041349,15.594581,18.729726,19.452027,17.986471,13.773805,14.373629
"ENSSSCG00000000094",83.77305,63.957884,79.289073,55.162586,60.115058,82.771517,64.479061,58.780351,101.287102,74.306439,74.533357,97.565013,96.939183,68.293097,64.617692,72.433122,63.388098,68.441529,85.397133,80.919175,80.270773,80.587928,47.248959,76.542416
"ENSSSCG00000000095",28.321976,22.079262,26.680566,21.012858,20.583096,25.563388,24.485542,19.415187,24.23898,27.593174,25.834118,25.895827,29.709948,18.029291,21.789053,25.625543,19.203493,24.909893,22.917382,22.33565,25.770038,25.524248,18.289719,25.632709
"ENSSSCG00000000097",51.92789,52.437815,50.034142,66.716272,75.960884,61.11221,64.954356,67.520518,73.618555,54.783648,59.512797,73.322385,57.928315,63.21724,52.772075,62.798663,68.52138,70.285186,73.117243,57.426047,59.437671,63.081551,89.522333,65.671726
"ENSSSCG00000000103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124189,0.201662,0,0,0,0.122592,0,0
"ENSSSCG00000000104",505.133213,332.552992,371.262525,295.825489,315.141998,391.954273,351.082419,282.026237,355.900313,451.620668,362.018305,334.477356,451.105059,245.517758,368.033836,226.977965,336.24632,421.745871,413.458206,451.164512,443.396536,450.25562,300.009573,443.917656
"ENSSSCG00000000105",67.481894,135.80461,98.168635,124.611923,117.507406,73.636475,130.69977,120.626231,156.069511,81.678639,91.232572,115.024323,69.833282,183.475616,68.995326,109.966797,63.409528,61.713569,66.616927,86.455574,57.224227,71.672395,186.52954,43.97655
"ENSSSCG00000000106",0,0,0,0.247791,0,0,0,0.231541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117148,0,0
"ENSSSCG00000000107",53.016413,44.301498,59.412989,48.991932,46.052201,46.488054,49.198846,56.691038,61.029123,64.327862,58.219523,58.456654,66.555616,37.823119,45.436141,45.746905,41.369489,48.923389,52.90369,50.987891,53.240198,47.041928,43.827251,53.988637
"ENSSSCG00000000108",58.19656,46.922497,48.284988,39.198943,31.682976,41.452137,39.64346,43.255285,58.079208,50.837132,47.008221,50.284165,51.372047,36.27329,37.524633,42.730596,29.434884,38.323989,31.799002,32.757399,38.55663,34.558704,36.644895,28.652524
"ENSSSCG00000000110",11.956741,4.794799,5.075063,2.745,6.554325,6.227808,6.397242,7.1386,6.505317,12.085707,5.150716,3.295356,6.174818,3.091198,6.398163,4.31024,4.527386,11.046031,7.810807,7.365055,6.636631,8.199374,3.898801,11.89834
"ENSSSCG00000000111",0.521132,0,0.413639,0.420161,0,0.180865,0,0.23609,0.112857,0.601681,0,0.149645,0,0,0.12588,0,0,0,0.47093,0,0.084578,0.082386,0,0
"ENSSSCG00000000113",0,0.270186,0,0.239031,0.172683,0.177803,0,0.113328,0,0.847984,0.126002,0.414639,0,0,0.174176,0,0.248434,0.276779,0.130835,0.307607,0,0,0,0
"ENSSSCG00000000114",10.818122,7.048615,10.489544,6.206146,8.084882,8.166991,8.13873,8.182775,7.135557,12.416067,9.762929,7.313847,12.232202,3.268253,9.849379,7.905158,7.101596,9.078166,13.192167,10.223423,10.744253,11.055836,6.357824,6.397404
"ENSSSCG00000000116",64.02235,79.125612,96.660016,97.020864,105.751663,97.539056,120.988896,75.531932,107.764415,95.35105,93.28428,123.828314,89.306796,115.935422,99.793243,94.065295,121.558399,85.082845,117.620947,82.260613,80.394477,82.953853,105.36548,109.834164
"ENSSSCG00000000117",0.9707,1.108159,0.479546,0.984318,0.976125,0.578659,0.372948,0.197711,1.022948,1.111668,0.396835,1.04046,0.992347,0.420827,0.552225,2.574231,0,0.309935,1.273142,0.946006,0.79548,0.838504,0.69674,0.476121
"ENSSSCG00000000118",7.612999,8.158673,10.050217,11.727218,6.755237,4.595574,6.981974,7.421092,8.743086,10.903046,8.227391,9.85969,9.88167,3.845172,7.360663,9.189584,5.038334,6.234224,7.268157,6.760063,6.384727,5.812563,5.327768,5.619705
"ENSSSCG00000000119",183.03314,162.063552,163.426896,135.223658,181.755892,165.172016,139.782383,139.584985,214.196731,170.861747,151.899574,157.875692,189.681804,185.197393,123.844627,160.462937,177.604215,163.853442,158.179623,181.127857,175.60051,169.647124,170.280061,173.13842
"ENSSSCG00000000120",13.368027,11.140733,11.630861,10.556944,11.590301,11.588395,9.468608,10.874946,12.720776,17.05087,12.777792,10.007236,18.193784,8.958461,11.572068,7.489798,10.941871,12.631558,11.245719,15.012793,10.832147,11.395655,9.9876,12.007584
"ENSSSCG00000000121",0.177264,0,0.164621,0,0,0,0,0,0.137844,0,0.176294,0,0.628909,0,0.892745,0,0,0,0.236601,0.426109,0.414886,0,0.156562,0
"ENSSSCG00000000130",19.899882,11.526535,11.08705,10.42117,17.964064,17.498959,12.471701,21.698161,9.642664,14.58135,20.500213,13.983208,13.205356,2.514704,17.998592,16.142663,17.263484,15.767488,21.770338,20.141951,17.640226,24.032857,12.563475,25.618708
"ENSSSCG00000000131",0,0,0.160525,0,0,0,0,0,0,0.276018,0,0,0,0,0,0,0.068803,0.053085,0,0.449001,0.066958,0.130481,0,0
"ENSSSCG00000000132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217244,0.301808,0,0,0,0,0
"ENSSSCG00000000133",36.355408,15.559905,23.261625,21.160168,15.976239,41.045049,26.823342,18.59952,38.288911,24.946035,30.04665,26.239164,19.898388,39.079753,31.965177,21.018984,27.731132,49.273829,31.528925,33.339543,33.471105,27.268946,19.070415,30.336007
"ENSSSCG00000000135",13.241241,5.766076,9.742455,4.882149,6.761712,6.482018,8.732104,7.733919,7.363765,16.050335,6.426274,10.812091,10.206157,3.395888,10.798092,8.19321,7.538147,7.160192,8.997566,12.889539,9.022894,7.327856,3.547293,7.022845
"ENSSSCG00000000136",29.358914,19.286843,19.990785,18.978538,34.577379,31.179112,26.037959,32.866859,13.779637,31.46587,31.759327,26.222113,42.565201,7.825983,20.160436,32.195467,31.338496,29.925867,53.562947,34.792188,41.005235,54.378415,31.484538,40.849978
"ENSSSCG00000000137",52.927838,33.493174,30.940727,26.373733,55.428692,48.280936,41.717138,59.122465,20.350246,48.169053,45.342573,27.207358,52.531135,14.694374,42.797576,41.48993,64.251681,47.468961,67.898111,67.116766,68.724995,70.753738,49.435985,62.380281
"ENSSSCG00000000138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000139",4.015641,3.010239,2.168776,2.948739,2.633568,2.681963,1.740239,2.180925,2.429087,4.518887,4.326607,3.971,4.560303,2.418444,1.928257,2.968862,2.981363,3.414409,3.527082,2.709753,3.334366,2.574577,2.440088,3.752888
"ENSSSCG00000000141",57.830188,56.49945,59.464717,55.841679,60.486965,70.792542,57.323066,57.090603,69.952914,68.976913,57.086342,64.480108,67.996585,50.549346,56.184748,53.363309,62.645736,62.663036,77.444199,68.966818,73.578655,67.542313,60.316731,70.800836
"ENSSSCG00000000142",11.447973,7.943671,10.56285,5.398566,4.316325,12.532302,9.610846,7.912213,12.229689,15.328877,9.176598,8.906998,10.676711,8.460165,13.783806,6.671715,12.74444,12.372999,14.027178,14.285516,15.989823,13.666793,6.723213,15.509368
"ENSSSCG00000000144",42.256973,30.811251,35.71345,24.942069,30.40427,38.197858,33.458046,31.633324,40.438561,45.991335,30.638613,35.649762,37.490503,23.16618,31.219197,32.774865,35.809069,40.976791,42.605142,35.170184,32.823519,35.892941,36.899889,32.71638
"ENSSSCG00000000145",263.376764,199.637431,238.432382,211.037916,220.844331,205.686829,192.667738,203.197788,244.919144,315.975504,207.99087,236.200964,291.607046,169.88937,162.85382,202.810311,200.153264,169.162991,260.765271,176.999336,237.361943,196.843652,201.589522,188.035952
"ENSSSCG00000000146",31.779291,11.887595,20.887818,8.766479,2.610488,53.075931,9.240625,4.505213,24.79369,36.524936,6.511284,10.918166,7.616923,26.074012,6.172014,10.535895,6.018327,8.990168,12.190867,2.239056,16.787294,3.624629,8.388932,2.452231
"ENSSSCG00000000148",7.259243,10.73713,9.931743,7.734513,3.848444,4.31173,5.233139,4.431815,4.593572,8.663749,3.53927,7.96556,5.706599,5.279294,4.644255,3.702424,3.878427,5.079236,5.407805,4.687334,4.253577,5.550956,3.564341,4.156921
"ENSSSCG00000000151",14.990652,0.756485,3.043068,0.082629,0.169972,12.228837,0.34653,0.322101,7.992072,3.111369,0.2491,0.521137,0.191142,0.460416,4.943537,4.323675,0.707134,30.882984,7.225859,1.700761,3.507367,1.902246,0.280835,3.253328
"ENSSSCG00000000152",132.883932,121.551672,139.718229,108.860446,103.050349,113.362687,93.656305,97.792585,151.816017,127.977972,107.297911,119.164912,145.205526,119.291997,104.428598,102.507112,96.326676,98.579003,109.850679,106.716638,104.892393,100.740437,97.535376,95.02059
"ENSSSCG00000000156",35.277163,30.400621,28.939647,27.393892,28.367175,35.973448,24.771957,25.325326,27.604948,32.543909,29.312052,29.276374,30.377893,22.050366,24.193286,20.792816,26.97041,39.078267,29.570411,25.18935,33.789647,34.623388,30.573263,33.516979
"ENSSSCG00000000157",0.666731,0.474499,1.024141,0.062456,0.620789,0,0.645227,0.449483,0.733323,1.132011,0.360364,0.468294,0.612867,0.659324,0.930251,0.483029,0.858767,1.192782,0.481476,0.363941,0.924592,0.941706,0.7142,0.489945
"ENSSSCG00000000158",19.582903,17.16323,16.419531,18.294489,18.913965,20.06182,18.828035,17.730014,20.372307,18.119361,18.514948,21.392232,21.314917,14.230684,16.916336,15.996753,19.832864,18.859522,16.021239,17.471658,19.103323,17.809883,21.765024,16.557541
"ENSSSCG00000000159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000160",16.108111,11.953293,12.874284,11.55241,9.265185,12.639266,10.26487,10.474784,15.693478,15.105156,11.17903,13.731642,14.819865,10.840907,10.20719,11.907951,14.201858,13.08906,13.58027,12.088056,14.471743,14.347878,13.995983,13.045607
"ENSSSCG00000000161",15.055341,13.337101,12.873857,15.106205,14.342988,13.264186,14.14106,15.126502,14.649685,15.946901,11.170392,15.386205,15.599073,13.405403,15.01908,10.253825,12.131739,14.812276,13.564238,14.603573,13.830316,13.824955,15.354598,15.754624
"ENSSSCG00000000162",5.913631,3.048903,4.839697,3.285578,1.64807,3.080241,3.584599,2.357064,3.707645,4.416295,2.783566,5.036305,5.337345,3.748655,3.498243,1.706611,3.505255,2.568214,3.20266,3.675933,3.355094,3.376706,2.087986,3.036138
"ENSSSCG00000000164",38.22047,59.879878,36.524319,80.266102,42.790732,44.368182,51.414882,52.547169,50.41751,38.617709,55.74801,68.748381,50.839372,70.703317,31.687967,45.544845,49.57641,24.424533,22.147984,18.682997,37.243841,26.784499,61.936714,28.539812
"ENSSSCG00000000167",35.823657,30.89939,28.881226,34.629828,35.002216,38.525496,43.684475,23.492091,29.259841,35.874751,25.754386,32.74023,32.963243,26.016683,32.770726,26.178768,32.611733,31.889031,33.103839,36.982585,43.946371,37.225708,31.415901,35.69677
"ENSSSCG00000000171",76.021565,92.327159,92.917669,104.882466,94.159174,94.984969,102.914191,103.470852,70.921385,73.760942,94.617244,109.827965,95.090377,93.594419,73.894493,68.276217,81.090897,67.522877,57.04855,65.749029,67.877828,77.358795,120.211914,68.684895
"ENSSSCG00000000174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSSSCG00000000175",24.099338,17.804487,17.935944,14.618436,12.899004,14.674204,17.250716,18.580349,20.647939,25.352837,17.429938,15.392333,23.247673,10.365559,15.5316,15.468011,10.316358,18.792519,15.393521,15.565642,17.739662,13.311117,13.571932,13.1666
"ENSSSCG00000000176",32.240442,28.246687,33.203908,32.815678,30.490073,33.719794,31.725717,31.45119,30.682316,30.459553,31.864971,34.299804,35.890765,28.365952,24.042625,24.385483,27.879021,27.701099,28.304186,26.861235,28.148325,30.941378,26.289831,31.037673
"ENSSSCG00000000179",1.204033,1.680061,1.930343,1.461913,1.977063,1.743354,1.766166,1.354222,0.998528,1.148425,1.135497,1.975318,1.051287,1.083962,1.800657,1.041927,1.421631,1.009729,1.157422,1.484282,1.316016,1.628583,0.757057,0.769484
"ENSSSCG00000000182",19.931206,7.226751,8.374924,11.050166,13.712979,13.438717,13.201092,11.214319,12.473009,16.841762,13.799703,8.743809,14.608693,2.508895,18.10621,10.67732,7.355332,15.838195,20.166231,31.089563,18.45478,21.653148,7.744837,12.297669
"ENSSSCG00000000183",0,0,0,0,0,0,0,0,0,0.125583,0.095021,0,0,0,0,0,0,0.069609,0.199248,0,0.356377,0,0.136045,0
"ENSSSCG00000000184",0,0.125618,0,0,0,0,0,0,0.140281,0,0.054492,0,0.158475,0,0,0,0,0.211146,0,0.142398,0.106401,0.050859,0.04056,0
