"pig_ensg","human_gene","human_ensg","mouse_gene","mouse_persistent_direction","signature_direction","pig_gene","mapped_to_pig_strict_1to1","present_in_step16_counts","included_in_pig_signature","Gene.symbol","Gene.name","Type.of.senescence","Senescence.Effect","Reference","description","gene_name_t7","logFC_t7","logCPM_t7","PValue_t7","FDR_t7","gene_name_t28","logFC_t28","logCPM_t28","PValue_t28","FDR_t28","strict_t7","strict_t28","pig_up_t7","pig_down_t7","pig_up_t28","pig_down_t28","pig_up_both","pig_down_both","direction_consistent_mouse_pig","combined_abs_logFC"
"ENSSSCG00000040779","CBS","ENSG00000160200","Cbs","Down_in_ACLR","Down_in_ACLR","CBS",TRUE,TRUE,TRUE,"CBS","cystathionine beta-synthase","Replicative","Inhibits",23117410,"cystathionine beta-synthase [Source:VGNC Symbol;Acc:VGNC:109183]","CBS",-1.90185520443841,0.536793396759465,7.27873061683812e-05,0.000652609023762088,"CBS",-3.10967599997306,0.363822621761899,3.41042144737189e-06,9.92780064575908e-05,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,5.01153120441147
"ENSSSCG00000000265","ESPL1","ENSG00000135476","Espl1","Up_in_ACLR","Up_in_ACLR","ESPL1",TRUE,TRUE,TRUE,"ESPL1","extra spindle pole bodies like 1, separase","Oncogene-induced","Inhibits",28806777,"extra spindle pole bodies like 1, separase [Source:VGNC Symbol;Acc:VGNC:87790]","ESPL1",3.29301698734378,2.99603929694778,1.33713061496065e-08,1.55994918383073e-06,"ESPL1",1.61217784344404,1.60489421326474,0.000230572535552572,0.00162603956334648,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4.90519483078782
"ENSSSCG00000000217","RACGAP1","ENSG00000161800","Racgap1","Up_in_ACLR","Up_in_ACLR","RACGAP1",TRUE,TRUE,TRUE,"RACGAP1","Rac GTPase activating protein 1","Oncogene-induced","Inhibits",27216196,"Rac GTPase activating protein 1 [Source:VGNC Symbol;Acc:VGNC:92050]","RACGAP1",2.84331217989306,4.78102568252798,3.33489793250715e-10,1.41340669234028e-07,"RACGAP1",1.85853794445168,3.94332330475497,3.00844694242011e-08,5.69246947131979e-06,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4.70185012434474
"ENSSSCG00000033608","LOXL2","ENSG00000134013","Loxl2","Up_in_ACLR","Up_in_ACLR","LOXL2",TRUE,TRUE,TRUE,"LOXL2","lysyl oxidase like 2","Oncogene-induced","Inhibits",24113189,"lysyl oxidase like 2 [Source:VGNC Symbol;Acc:VGNC:89781]","LOXL2",2.12018298801253,7.1167671078742,0.000128451693366459,0.00100563968739539,"LOXL2",1.8872682874862,6.90968768504581,0.000724378146385954,0.00378460552451348,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4.00745127549873
"ENSSSCG00000001510","KIFC1","ENSG00000237649","Kifc1","Up_in_ACLR","Up_in_ACLR","KIFC1",TRUE,TRUE,TRUE,"KIFC1","kinesin family member C1","Unclear","Inhibits",23318213,"kinesin family member C1 [Source:VGNC Symbol;Acc:VGNC:89477]","KIFC1",2.65577022353052,3.12687970451542,1.21167963499792e-07,7.38049292651301e-06,"KIFC1",1.22110417734671,2.00255795552693,0.000168892855945226,0.00129936141150827,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3.87687440087723
"ENSSSCG00000011579","PPARG","ENSG00000132170","Pparg","Down_in_ACLR","Down_in_ACLR","PPARG",TRUE,TRUE,TRUE,"PPARG","peroxisome proliferator activated receptor gamma","Replicative","Induces",18544633,"peroxisome proliferator activated receptor gamma [Source:VGNC Symbol;Acc:VGNC:91684]","PPARG",-1.32803948782831,4.64552187423225,0.000132019698340999,0.00102288316085326,"PPARG",-2.32516327226555,4.40347224504196,5.54573047131017e-07,3.36152892031537e-05,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3.65320276009386
"ENSSSCG00000059646","TNFSF15","ENSG00000181634","Tnfsf15","Up_in_ACLR","Up_in_ACLR","TNFSF15",TRUE,TRUE,TRUE,"TNFSF15","TNF superfamily member 15","Replicative","Induces",20675618,"TNF superfamily member 15 [Source:NCBI gene (formerly Entrezgene);Acc:100624969]","TNFSF15",1.83980848479403,1.00414366493556,0.000544227561088346,0.00302391433645599,"TNFSF15",1.44219200772203,0.703720555076083,0.00241898875584434,0.0093333371615686,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3.28200049251606
"ENSSSCG00000010540","ENTPD7","ENSG00000198018","Entpd7","Up_in_ACLR","Up_in_ACLR","ENTPD7",TRUE,TRUE,TRUE,"ENTPD7","ectonucleoside triphosphate diphosphohydrolase 7","Oncogene-induced","Induces",27737960,"ectonucleoside triphosphate diphosphohydrolase 7 [Source:VGNC Symbol;Acc:VGNC:87716]","ENTPD7",1.69711722280216,3.19305089114206,1.24018314470425e-06,3.68507864270888e-05,"ENTPD7",1.49592603407905,3.02168231553279,1.17252943908434e-07,1.34545236581242e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3.19304325688121
"ENSSSCG00000017082","SPARC","ENSG00000113140","Sparc","Up_in_ACLR","Up_in_ACLR","SPARC",TRUE,TRUE,TRUE,"SPARC","secreted protein acidic and cysteine rich","Stress-induced","Induces",20164124,"secreted protein acidic and cysteine rich [Source:NCBI gene (formerly Entrezgene);Acc:595124]","SPARC",1.20599523778218,13.3738091303034,0.00173786134593834,0.00721379597953646,"SPARC",1.57523387011931,13.6181735184732,0.000589692673881609,0.00322912664047333,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2.78122910790149
"ENSSSCG00000035537","RUNX1","ENSG00000159216","Runx1","Up_in_ACLR","Up_in_ACLR","RUNX1",TRUE,TRUE,TRUE,"RUNX1","RUNX family transcription factor 1","Unclear","Induces",19448675,"RUNX family transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:92516]","RUNX1",1.44010405735748,6.10498752939223,3.37636672097024e-10,1.41340669234028e-07,"RUNX1",1.27726284497767,5.96466572966654,1.00272110071675e-06,4.7827886737247e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2.71736690233515
"ENSSSCG00000010703","HTRA1","ENSG00000166033","Htra1","Up_in_ACLR","Up_in_ACLR","HTRA1",TRUE,TRUE,TRUE,"HTRA1","HtrA serine peptidase 1","Replicative","Induces",23623979,"HtrA serine peptidase 1 [Source:VGNC Symbol;Acc:VGNC:107400]","HTRA1",1.38324620297755,9.95687063922045,5.3296414092246e-07,2.03369399939661e-05,"HTRA1",1.26838363749646,9.85160772300638,3.34740852416566e-07,2.42851886815376e-05,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2.65162984047401
"ENSSSCG00000025698","SERPINE1","ENSG00000106366","Serpine1","Up_in_ACLR","Up_in_ACLR","SERPINE1",TRUE,TRUE,TRUE,"SERPINE1","serpin family E member 1","Replicative","Induces",16862142,"serpin family E member 1 [Source:NCBI gene (formerly Entrezgene);Acc:396945]","SERPINE1",1.26079781932353,7.1349578190847,0.00175214523875386,0.00725371820336933,"SERPINE1",1.38354111428215,7.20151541302236,0.00126514946876193,0.00573474356154244,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2.64433893360568
"ENSSSCG00000008601","SDC1","ENSG00000115884","Sdc1","Up_in_ACLR","Up_in_ACLR","SDC1",TRUE,TRUE,TRUE,"SDC1","syndecan 1","Unclear","Inhibits",25462564,"syndecan 1 [Source:VGNC Symbol;Acc:VGNC:92654]","SDC1",1.35015724484158,4.24967341464068,0.00441015812125627,0.0146761235772365,"SDC1",1.10085489783246,4.05449722762992,0.0161659387975059,0.0403917692795641,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2.45101214267404
"ENSSSCG00000005096","HIF1A","ENSG00000100644","Hif1a","Up_in_ACLR","Up_in_ACLR","HIF1A",TRUE,TRUE,TRUE,"HIF1A","hypoxia inducible factor 1 subunit alpha","Stress-induced","Inhibits",26057707,"hypoxia inducible factor 1 subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:396696]","HIF1A",1.05807934418567,7.49333984637754,2.42789402233111e-05,0.000294848256141968,"HIF1A",1.06183387481544,7.47436233544379,0.000162347196102018,0.00126239682835386,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,2.11991321900111
